Player,Salary,Season,PTS,AST,REB,TOV,IntegrationMethod,Source
laron profit,508000.0,2001,152.0,89.0,64.0,46.0,Exact,both
rick brunson,507000.0,2001,26.0,24.0,9.0,9.0,Exact,both
rick brunson,507000.0,2001,46.0,31.0,21.0,17.0,Exact,both
rick brunson,507000.0,2001,20.0,7.0,12.0,8.0,Exact,both
bruno sundov,498000.0,2001,43.0,2.0,23.0,3.0,Exact,both
kornel david,498000.0,2001,62.0,7.0,52.0,11.0,Exact,both
kornel david,498000.0,2001,20.0,3.0,19.0,4.0,Exact,both
kornel david,498000.0,2001,42.0,4.0,33.0,7.0,Exact,both
mark pope,498000.0,2001,151.0,38.0,147.0,17.0,Exact,both
adrian griffin,498000.0,2001,93.0,27.0,87.0,18.0,Exact,both
mark bryant,458000.0,2001,19.0,3.0,21.0,5.0,Exact,both
calvin booth,423000.0,2001,181.0,23.0,174.0,36.0,Exact,both
calvin booth,423000.0,2001,293.0,42.0,246.0,53.0,Exact,both
calvin booth,423000.0,2001,112.0,19.0,72.0,17.0,Exact,both
todd macculloch,423000.0,2001,260.0,10.0,168.0,27.0,Exact,both
mark blount,423000.0,2001,248.0,32.0,231.0,62.0,Exact,both
rafer alston,423000.0,2001,77.0,68.0,31.0,20.0,Exact,both
evan eschmeyer,423000.0,2001,251.0,40.0,366.0,53.0,Exact,both
chris herren,423000.0,2001,83.0,56.0,21.0,20.0,Exact,both
elliot perry,390000.0,2001,147.0,79.0,46.0,38.0,Exact,both
elliot perry,390000.0,2001,137.0,74.0,42.0,32.0,Exact,both
elliot perry,390000.0,2001,10.0,5.0,4.0,6.0,Exact,both
kevin ollie,363000.0,2001,216.0,146.0,95.0,49.0,Exact,both
kevin ollie,363000.0,2001,194.0,121.0,72.0,40.0,Exact,both
kevin ollie,363000.0,2001,22.0,25.0,23.0,9.0,Exact,both
milt palacio,326000.0,2001,342.0,151.0,102.0,80.0,Exact,both
eduardo najera,316000.0,2001,131.0,27.0,95.0,17.0,Exact,both
mike smith,316000.0,2001,51.0,10.0,22.0,7.0,Exact,both
michael redd,316000.0,2001,13.0,1.0,4.0,1.0,Exact,both
zendon hamilton,316000.0,2001,9.0,0.0,8.0,2.0,Exact,both
jason hart,316000.0,2001,2.0,1.0,0.0,2.0,Exact,both
daniel santiago,316000.0,2001,170.0,11.0,102.0,47.0,Exact,both
dan langhi,316000.0,2001,90.0,4.0,41.0,8.0,Exact,both
eddie house,316000.0,2001,251.0,52.0,42.0,35.0,Exact,both
soumaila samake,316000.0,2001,46.0,1.0,53.0,4.0,Exact,both
jake voskuhl,316000.0,2001,30.0,5.0,34.0,12.0,Exact,both
stephen jackson,316000.0,2001,635.0,140.0,208.0,130.0,Exact,both
chris porter,316000.0,2001,440.0,61.0,189.0,59.0,Exact,both
paul mcpherson,316000.0,2001,262.0,38.0,79.0,47.0,Exact,both
paul mcpherson,316000.0,2001,150.0,22.0,31.0,24.0,Exact,both
paul mcpherson,316000.0,2001,112.0,16.0,48.0,23.0,Exact,both
a.j. guyton,316000.0,2001,198.0,64.0,36.0,24.0,Exact,both
brian cardinal,316000.0,2001,31.0,3.0,23.0,9.0,Exact,both
marc jackson,316000.0,2001,633.0,59.0,361.0,93.0,Exact,both
ruben wolkowyski,316000.0,2001,75.0,3.0,46.0,12.0,Exact,both
olumide oyedeji,316000.0,2001,45.0,2.0,67.0,11.0,Exact,both
hanno mottola,316000.0,2001,319.0,25.0,174.0,67.0,Exact,both
rodney buford,288000.0,2001,248.0,17.0,74.0,29.0,Exact,both
anthony goldwire,243000.0,2001,82.0,34.0,12.0,15.0,Exact,both
chucky brown,241000.0,2001,102.0,11.0,54.0,8.0,Exact,both
chucky brown,241000.0,2001,78.0,6.0,36.0,6.0,Exact,both
chucky brown,241000.0,2001,24.0,5.0,18.0,2.0,Exact,both
vernon maxwell,161000.0,2001,201.0,49.0,66.0,35.0,Exact,both
vernon maxwell,161000.0,2001,81.0,20.0,29.0,17.0,Exact,both
vernon maxwell,161000.0,2001,120.0,29.0,37.0,18.0,Exact,both
doug overton,90000.0,2001,125.0,72.0,39.0,31.0,Exact,both
doug overton,90000.0,2001,83.0,53.0,24.0,15.0,Exact,both
doug overton,90000.0,2001,4.0,0.0,0.0,3.0,Exact,both
doug overton,90000.0,2001,38.0,19.0,15.0,13.0,Exact,both
sean colson,83000.0,2001,15.0,10.0,6.0,2.0,Exact,both
sean colson,83000.0,2001,15.0,7.0,3.0,0.0,Exact,both
sean colson,83000.0,2001,0.0,3.0,3.0,2.0,Exact,both
david vanterpool,80000.0,2001,122.0,66.0,37.0,37.0,Exact,both
steve goodrich,37000.0,2001,19.0,6.0,21.0,8.0,Exact,both
eddie gill,34000.0,2001,39.0,24.0,9.0,10.0,Exact,both
chris garner,32000.0,2001,19.0,18.0,12.0,9.0,Exact,both
scott burrell,29000.0,2001,17.0,1.0,3.0,0.0,Exact,both
dan mcclintock,26000.0,2001,18.0,1.0,17.0,3.0,Exact,both
raja bell,24000.0,2001,5.0,0.0,1.0,2.0,Exact,both
jamel thomas,24000.0,2001,13.0,0.0,9.0,6.0,Exact,both
kevin garnett,22400000.0,2002,1714.0,422.0,981.0,229.0,Exact,both
shaquille o'neal,21428000.0,2002,1822.0,200.0,715.0,171.0,Exact,both
alonzo mourning,18756000.0,2002,1178.0,87.0,632.0,182.0,Exact,both
juwan howard,18750000.0,2002,684.0,93.0,390.0,78.0,Exact,both
juwan howard,18750000.0,2002,501.0,76.0,222.0,74.0,Exact,both
juwan howard,18750000.0,2002,1185.0,169.0,612.0,152.0,Exact,both
scottie pippen,18083000.0,2002,659.0,363.0,321.0,171.0,Exact,both
karl malone,17500000.0,2002,1788.0,341.0,686.0,263.0,Exact,both
rasheed wallace,14400000.0,2002,1521.0,152.0,645.0,131.0,Exact,both
dikembe mutombo,14315000.0,2002,920.0,83.0,863.0,156.0,Exact,both
gary payton,12926000.0,2002,1815.0,737.0,396.0,209.0,Exact,both
shawn kemp,12770000.0,2002,454.0,52.0,288.0,81.0,Exact,both
chris webber,12750000.0,2002,1322.0,258.0,546.0,158.0,Exact,both
damon stoudamire,12375000.0,2002,1016.0,490.0,292.0,149.0,Exact,both
reggie miller,12045000.0,2002,1304.0,253.0,219.0,120.0,Exact,both
antonio mcdyess,11700000.0,2002,113.0,18.0,55.0,20.0,Exact,both
antoine walker,11250000.0,2002,1794.0,407.0,714.0,251.0,Exact,both
shareef abdur-rahim,11250000.0,2002,1636.0,239.0,696.0,250.0,Exact,both
allen iverson,11250000.0,2002,1883.0,331.0,269.0,237.0,Exact,both
latrell sprewell,11250000.0,2002,1575.0,313.0,298.0,223.0,Exact,both
vin baker,11250000.0,2002,774.0,72.0,350.0,127.0,Exact,both
zydrunas ilgauskas,11250000.0,2002,690.0,70.0,334.0,94.0,Exact,both
anfernee hardaway,11250000.0,2002,959.0,324.0,350.0,189.0,Exact,both
ray allen,11250000.0,2002,1503.0,271.0,312.0,159.0,Exact,both
kobe bryant,11250000.0,2002,2019.0,438.0,441.0,223.0,Exact,both
stephon marbury,11250000.0,2002,1674.0,666.0,266.0,284.0,Exact,both
antonio davis,11000000.0,2002,1113.0,155.0,740.0,159.0,Exact,both
tracy mcgrady,10865000.0,2002,1948.0,400.0,597.0,189.0,Exact,both
tim duncan,10865000.0,2002,2089.0,307.0,1042.0,263.0,Exact,both
jalen rose,10865000.0,2002,714.0,158.0,124.0,96.0,Exact,both
jalen rose,10865000.0,2002,1696.0,355.0,373.0,201.0,Exact,both
jalen rose,10865000.0,2002,982.0,197.0,249.0,105.0,Exact,both
keith van horn,10865000.0,2002,1199.0,164.0,609.0,146.0,Exact,both
grant hill,10865000.0,2002,235.0,64.0,125.0,37.0,Exact,both
michael finley,10625000.0,2002,1424.0,230.0,360.0,117.0,Exact,both
vlade divac,10444000.0,2002,888.0,297.0,671.0,158.0,Exact,both
tom gugliotta,10113000.0,2002,285.0,77.0,221.0,61.0,Exact,both
eddie jones,10080000.0,2002,1480.0,262.0,378.0,148.0,Exact,both
brian grant,10009000.0,2002,673.0,137.0,575.0,122.0,Exact,both
allan houston,10000000.0,2002,1567.0,190.0,252.0,170.0,Exact,both
tim thomas,9675000.0,2002,869.0,105.0,300.0,127.0,Exact,both
david robinson,9500000.0,2002,951.0,94.0,647.0,104.0,Exact,both
terrell brandon,9250000.0,2002,397.0,264.0,93.0,43.0,Exact,both
nick van exel,9093000.0,2002,965.0,365.0,169.0,116.0,Exact,both
nick van exel,9093000.0,2002,357.0,113.0,85.0,40.0,Exact,both
nick van exel,9093000.0,2002,1322.0,478.0,254.0,156.0,Exact,both
glenn robinson,8990000.0,2002,1366.0,168.0,406.0,174.0,Exact,both
glen rice,8800000.0,2002,172.0,31.0,47.0,24.0,Exact,both
derrick coleman,8710000.0,2002,875.0,98.0,509.0,119.0,Exact,both
theo ratliff,8593000.0,2002,26.0,1.0,16.0,7.0,Exact,both
jason kidd,8440000.0,2002,1208.0,808.0,595.0,286.0,Exact,both
kenny anderson,8350000.0,2002,731.0,403.0,275.0,119.0,Exact,both
matt geiger,8142000.0,2002,3.0,0.0,6.0,2.0,Exact,both
toni kukoc,8050000.0,2002,584.0,210.0,218.0,113.0,Exact,both
john stockton,8000000.0,2002,1102.0,674.0,263.0,208.0,Exact,both
elden campbell,7975000.0,2002,1074.0,102.0,530.0,138.0,Exact,both
clifford robinson,7656000.0,2002,1166.0,202.0,386.0,151.0,Exact,both
kerry kittles,7167000.0,2002,1102.0,216.0,275.0,109.0,Exact,both
dale davis,7010000.0,2002,742.0,96.0,688.0,62.0,Exact,both
jamal mashburn,6975000.0,2002,858.0,171.0,242.0,110.0,Exact,both
greg ostertag,6933000.0,2002,245.0,50.0,313.0,51.0,Exact,both
tyrone hill,6600000.0,2002,209.0,23.0,274.0,48.0,Exact,both
bo outlaw,6555000.0,2002,342.0,122.0,335.0,85.0,Exact,both
bo outlaw,6555000.0,2002,376.0,127.0,364.0,96.0,Exact,both
bo outlaw,6555000.0,2002,34.0,5.0,29.0,11.0,Exact,both
charles oakley,6545000.0,2002,216.0,114.0,343.0,87.0,Exact,both
donyell marshall,6510000.0,2002,859.0,101.0,443.0,124.0,Exact,both
alan henderson,6500000.0,2002,143.0,11.0,97.0,21.0,Exact,both
derek anderson,6495000.0,2002,757.0,216.0,189.0,87.0,Exact,both
p.j. brown,6404000.0,2002,669.0,107.0,786.0,85.0,Exact,both
jermaine o'neal,6325000.0,2002,1371.0,118.0,757.0,174.0,Exact,both
austin croshere,6310000.0,2002,516.0,77.0,294.0,67.0,Exact,both
wesley person,6300000.0,2002,1176.0,173.0,294.0,74.0,Exact,both
marcus camby,6250000.0,2002,322.0,33.0,322.0,42.0,Exact,both
erick dampier,6235000.0,2002,554.0,87.0,387.0,156.0,Exact,both
ron mercer,6066000.0,2002,673.0,118.0,155.0,79.0,Exact,both
ron mercer,6066000.0,2002,62.0,10.0,23.0,9.0,Exact,both
ron mercer,6066000.0,2002,735.0,128.0,178.0,88.0,Exact,both
kelvin cato,6048000.0,2002,493.0,29.0,525.0,53.0,Exact,both
derrick mckey,6000000.0,2002,119.0,45.0,127.0,22.0,Exact,both
steve nash,5750000.0,2002,1466.0,634.0,254.0,229.0,Exact,both
jerry stackhouse,5500000.0,2002,1629.0,403.0,315.0,266.0,Exact,both
shandon anderson,5500000.0,2002,411.0,76.0,249.0,97.0,Exact,both
lorenzen wright,5500000.0,2002,516.0,44.0,405.0,72.0,Exact,both
nick anderson,5401000.0,2002,60.0,14.0,33.0,14.0,Exact,both
mookie blaylock,5400000.0,2002,119.0,114.0,52.0,37.0,Exact,both
chris mills,5400000.0,2002,489.0,72.0,190.0,56.0,Exact,both
alvin williams,5350000.0,2002,971.0,468.0,281.0,150.0,Exact,both
robert horry,5300000.0,2002,550.0,232.0,479.0,88.0,Exact,both
eddie robinson,5205000.0,2002,262.0,37.0,78.0,36.0,Exact,both
chris childs,5200000.0,2002,285.0,351.0,154.0,123.0,Exact,both
bryon russell,5142000.0,2002,636.0,136.0,295.0,110.0,Exact,both
charlie ward,5110000.0,2002,326.0,203.0,127.0,75.0,Exact,both
tariq abdul-wahad,5062000.0,2002,135.0,22.0,78.0,24.0,Exact,both
tariq abdul-wahad,5062000.0,2002,0.0,2.0,6.0,3.0,Exact,both
tariq abdul-wahad,5062000.0,2002,135.0,24.0,84.0,27.0,Exact,both
hakeem olajuwon,5061000.0,2002,435.0,66.0,366.0,98.0,Exact,both
jerome williams,5000000.0,2002,518.0,75.0,386.0,68.0,Exact,both
doug christie,5000000.0,2002,972.0,340.0,374.0,164.0,Exact,both
walt williams,5000000.0,2002,450.0,69.0,162.0,53.0,Exact,both
peja stojakovic,5000000.0,2002,1506.0,175.0,373.0,140.0,Exact,both
bob sura,4913000.0,2002,778.0,275.0,256.0,133.0,Exact,both
jason caffey,4812000.0,2002,99.0,12.0,50.0,19.0,Exact,both
howard eisley,4781000.0,2002,171.0,100.0,49.0,53.0,Exact,both
vitaly potapenko,4762000.0,2002,363.0,30.0,347.0,63.0,Exact,both
brent barry,4680000.0,2002,1164.0,426.0,441.0,165.0,Exact,both
michael olowokandi,4662000.0,2002,885.0,90.0,711.0,175.0,Exact,both
scott williams,4650000.0,2002,202.0,13.0,209.0,35.0,Exact,both
calvin booth,4539000.0,2002,93.0,16.0,54.0,16.0,Exact,both
anthony mason,4538000.0,2002,787.0,346.0,646.0,130.0,Exact,both
joe smith,4538000.0,2002,767.0,82.0,453.0,86.0,Exact,both
ruben patterson,4538000.0,2002,839.0,107.0,298.0,114.0,Exact,both
avery johnson,4538000.0,2002,481.0,258.0,64.0,67.0,Exact,both
avery johnson,4538000.0,2002,54.0,28.0,5.0,9.0,Exact,both
avery johnson,4538000.0,2002,535.0,286.0,69.0,76.0,Exact,both
brevin knight,4500000.0,2002,371.0,302.0,109.0,111.0,Exact,both
nazr mohammed,4500000.0,2002,795.0,33.0,651.0,118.0,Exact,both
ben wallace,4500000.0,2002,609.0,115.0,1039.0,70.0,Exact,both
eric williams,4448000.0,2002,472.0,109.0,221.0,95.0,Exact,both
danny fortson,4441000.0,2002,864.0,127.0,899.0,160.0,Exact,both
christian laettner,4421000.0,2002,404.0,151.0,301.0,85.0,Exact,both
jahidi white,4413000.0,2002,383.0,17.0,444.0,65.0,Exact,both
kurt thomas,4413000.0,2002,1143.0,87.0,747.0,153.0,Exact,both
rashard lewis,4413000.0,2002,1195.0,123.0,498.0,97.0,Exact,both
cuttino mobley,4412000.0,2002,1606.0,187.0,300.0,180.0,Exact,both
brad miller,4400000.0,2002,608.0,101.0,401.0,74.0,Exact,both
brad miller,4400000.0,2002,424.0,51.0,220.0,41.0,Exact,both
brad miller,4400000.0,2002,1032.0,152.0,621.0,115.0,Exact,both
adonal foyle,4400000.0,2002,379.0,41.0,384.0,76.0,Exact,both
scot pollard,4344000.0,2002,509.0,53.0,565.0,68.0,Exact,both
voshon lenard,4252000.0,2002,813.0,130.0,183.0,91.0,Exact,both
mike bibby,4174000.0,2002,1098.0,403.0,222.0,134.0,Exact,both
shawn bradley,4155000.0,2002,215.0,20.0,176.0,25.0,Exact,both
corliss williamson,4000000.0,2002,1063.0,94.0,319.0,137.0,Exact,both
aaron mckie,4000000.0,2002,587.0,179.0,192.0,93.0,Exact,both
sam cassell,4000000.0,2002,1461.0,493.0,312.0,177.0,Exact,both
greg anthony,3940000.0,2002,302.0,203.0,88.0,58.0,Exact,both
greg anthony,3940000.0,2002,172.0,79.0,44.0,36.0,Exact,both
greg anthony,3940000.0,2002,474.0,282.0,132.0,94.0,Exact,both
elton brand,3882000.0,2002,1453.0,191.0,925.0,173.0,Exact,both
mark jackson,3860000.0,2002,686.0,605.0,309.0,150.0,Exact,both
michael stewart,3840000.0,2002,22.0,3.0,25.0,4.0,Exact,both
kenyon martin,3801000.0,2002,1086.0,192.0,388.0,172.0,Exact,both
rick fox,3791000.0,2002,645.0,283.0,389.0,132.0,Exact,both
raef lafrentz,3755000.0,2002,759.0,60.0,379.0,60.0,Exact,both
raef lafrentz,3755000.0,2002,1051.0,89.0,579.0,94.0,Exact,both
raef lafrentz,3755000.0,2002,292.0,29.0,200.0,34.0,Exact,both
lamond murray,3750000.0,2002,1176.0,157.0,372.0,141.0,Exact,both
eric snow,3750000.0,2002,738.0,400.0,215.0,138.0,Exact,both
kwame brown,3697000.0,2002,258.0,43.0,198.0,43.0,Exact,both
brent price,3680000.0,2002,31.0,9.0,8.0,10.0,Exact,both
ervin johnson,3670000.0,2002,208.0,27.0,466.0,52.0,Exact,both
jud buechler,3666000.0,2002,6.0,3.0,8.0,1.0,Exact,both
jud buechler,3666000.0,2002,105.0,29.0,108.0,14.0,Exact,both
jud buechler,3666000.0,2002,111.0,32.0,116.0,15.0,Exact,both
tony battie,3600000.0,2002,510.0,35.0,481.0,51.0,Exact,both
travis knight,3600000.0,2002,98.0,8.0,104.0,27.0,Exact,both
moochie norris,3600000.0,2002,665.0,403.0,246.0,156.0,Exact,both
zeljko rebraca,3500000.0,2002,513.0,38.0,290.0,84.0,Exact,both
steve francis,3473000.0,2002,1234.0,362.0,401.0,221.0,Exact,both
stromile swift,3401000.0,2002,803.0,50.0,430.0,122.0,Exact,both
tracy murray,3400000.0,2002,227.0,19.0,53.0,25.0,Exact,both
antawn jamison,3388000.0,2002,1619.0,161.0,556.0,161.0,Exact,both
tim hardaway,3360000.0,2002,134.0,77.0,27.0,38.0,Exact,both
tim hardaway,3360000.0,2002,652.0,278.0,124.0,111.0,Exact,both
tim hardaway,3360000.0,2002,518.0,201.0,97.0,73.0,Exact,both
chucky atkins,3300000.0,2002,957.0,263.0,158.0,128.0,Exact,both
tyrone nesby,3260000.0,2002,443.0,91.0,318.0,49.0,Exact,both
travis best,3250000.0,2002,581.0,324.0,151.0,99.0,Exact,both
travis best,3250000.0,2002,302.0,175.0,70.0,59.0,Exact,both
travis best,3250000.0,2002,279.0,149.0,81.0,40.0,Exact,both
anthony carter,3250000.0,2002,198.0,214.0,117.0,72.0,Exact,both
marc jackson,3250000.0,2002,84.0,7.0,43.0,12.0,Exact,both
marc jackson,3250000.0,2002,102.0,7.0,85.0,18.0,Exact,both
marc jackson,3250000.0,2002,186.0,14.0,128.0,30.0,Exact,both
david wesley,3240000.0,2002,951.0,236.0,143.0,119.0,Exact,both
dean garrett,3240000.0,2002,36.0,5.0,57.0,10.0,Exact,both
dean garrett,3240000.0,2002,28.0,4.0,47.0,7.0,Exact,both
dean garrett,3240000.0,2002,8.0,1.0,10.0,3.0,Exact,both
jon barry,3175000.0,2002,739.0,274.0,234.0,111.0,Exact,both
walter mccarty,3125000.0,2002,212.0,41.0,128.0,22.0,Exact,both
baron davis,3119000.0,2002,1484.0,698.0,349.0,246.0,Exact,both
vince carter,3073000.0,2002,1484.0,239.0,313.0,154.0,Exact,both
darius miles,3054000.0,2002,779.0,184.0,453.0,160.0,Exact,both
evan eschmeyer,3038000.0,2002,62.0,9.0,98.0,16.0,Exact,both
jaren jackson,3020000.0,2002,39.0,8.0,17.0,8.0,Exact,both
derek fisher,3000000.0,2002,786.0,181.0,146.0,62.0,Exact,both
eric piatkowski,3000000.0,2002,626.0,112.0,184.0,64.0,Exact,both
antonio daniels,3000000.0,2002,753.0,228.0,176.0,70.0,Exact,both
laphonso ellis,3000000.0,2002,469.0,56.0,287.0,73.0,Exact,both
kevin willis,3000000.0,2002,315.0,14.0,299.0,41.0,Exact,both
lawrence funderburke,3000000.0,2002,264.0,32.0,198.0,33.0,Exact,both
anthony peeler,2978000.0,2002,737.0,177.0,206.0,76.0,Exact,both
pau gasol,2970000.0,2002,1441.0,223.0,730.0,224.0,Exact,both
andrew declercq,2900000.0,2002,162.0,22.0,163.0,34.0,Exact,both
lamar odom,2812000.0,2002,379.0,171.0,176.0,97.0,Exact,both
robert traylor,2793000.0,2002,228.0,37.0,187.0,45.0,Exact,both
tyson chandler,2756000.0,2002,436.0,54.0,343.0,99.0,Exact,both
marcus fizer,2754000.0,2002,938.0,120.0,427.0,131.0,Exact,both
lindsey hunter,2700000.0,2002,473.0,129.0,121.0,55.0,Exact,both
chris whitney,2666000.0,2002,833.0,314.0,152.0,85.0,Exact,both
john wallace,2630000.0,2002,231.0,29.0,85.0,29.0,Exact,both
jason williams,2554000.0,2002,959.0,519.0,195.0,214.0,Exact,both
jonathan bender,2546000.0,2002,581.0,62.0,244.0,96.0,Exact,both
mikki moore,2531000.0,2002,79.0,11.0,53.0,14.0,Exact,both
chris gatling,2504000.0,2002,345.0,25.0,206.0,58.0,Exact,both
chris crawford,2500000.0,2002,53.0,5.0,25.0,10.0,Exact,both
mike miller,2494000.0,2002,956.0,198.0,273.0,108.0,Exact,both
eric montross,2480000.0,2002,116.0,16.0,140.0,25.0,Exact,both
othella harrington,2475000.0,2002,596.0,37.0,349.0,95.0,Exact,both
john starks,2475000.0,2002,290.0,70.0,68.0,52.0,Exact,both
randy brown,2475000.0,2002,0.0,2.0,0.0,0.0,Exact,both
bimbo coles,2475000.0,2002,149.0,107.0,55.0,31.0,Exact,both
aaron williams,2475000.0,2002,592.0,77.0,339.0,79.0,Exact,both
tony delk,2475000.0,2002,162.0,51.0,79.0,19.0,Exact,both
tony delk,2475000.0,2002,597.0,132.0,203.0,59.0,Exact,both
tony delk,2475000.0,2002,435.0,81.0,124.0,40.0,Exact,both
chauncey billups,2475000.0,2002,1027.0,450.0,226.0,138.0,Exact,both
bobby jackson,2475000.0,2002,896.0,164.0,251.0,93.0,Exact,both
horace grant,2419000.0,2002,608.0,104.0,481.0,51.0,Exact,both
steve kerr,2406000.0,2002,269.0,63.0,60.0,24.0,Exact,both
rodney rogers,2400000.0,2002,288.0,40.0,107.0,42.0,Exact,both
rodney rogers,2400000.0,2002,629.0,72.0,241.0,66.0,Exact,both
rodney rogers,2400000.0,2002,917.0,112.0,348.0,108.0,Exact,both
sean rooks,2400000.0,2002,183.0,25.0,124.0,20.0,Exact,both
terry porter,2400000.0,2002,399.0,205.0,164.0,85.0,Exact,both
calbert cheaney,2400000.0,2002,494.0,110.0,240.0,70.0,Exact,both
michael curry,2400000.0,2002,329.0,127.0,168.0,60.0,Exact,both
george mccloud,2400000.0,2002,604.0,204.0,251.0,144.0,Exact,both
stacey augmon,2400000.0,2002,357.0,103.0,225.0,54.0,Exact,both
lucious harris,2400000.0,2002,675.0,116.0,207.0,61.0,Exact,both
george lynch,2400000.0,2002,172.0,54.0,186.0,41.0,Exact,both
grant long,2400000.0,2002,417.0,136.0,231.0,103.0,Exact,both
hubert davis,2368000.0,2002,365.0,107.0,77.0,44.0,Exact,both
larry hughes,2343000.0,2002,895.0,316.0,245.0,171.0,Exact,both
wally szczerbiak,2313000.0,2002,1531.0,257.0,391.0,181.0,Exact,both
malik rose,2285000.0,2002,772.0,61.0,492.0,140.0,Exact,both
vinny del negro,2275000.0,2002,2.0,2.0,0.0,0.0,Exact,both
dermarr johnson,2265000.0,2002,602.0,81.0,247.0,102.0,Exact,both
eddy curry,2232000.0,2002,483.0,25.0,272.0,69.0,Exact,both
shane battier,2203000.0,2002,1125.0,216.0,418.0,155.0,Exact,both
john amaechi,2175000.0,2002,175.0,29.0,109.0,55.0,Exact,both
dirk nowitzki,2157000.0,2002,1779.0,186.0,755.0,145.0,Exact,both
patrick ewing,2118000.0,2002,390.0,35.0,263.0,65.0,Exact,both
richard hamilton,2111000.0,2002,1260.0,171.0,216.0,132.0,Exact,both
dell curry,2100000.0,2002,360.0,61.0,81.0,41.0,Exact,both
chris mihm,2067000.0,2002,569.0,24.0,392.0,97.0,Exact,both
paul pierce,2051000.0,2002,2144.0,261.0,566.0,241.0,Exact,both
bonzi wells,2028000.0,2002,1255.0,204.0,444.0,191.0,Exact,both
jason richardson,2021000.0,2002,1151.0,236.0,340.0,160.0,Exact,both
eddie griffin,2011000.0,2002,642.0,53.0,416.0,47.0,Exact,both
michael doleac,2000000.0,2002,194.0,25.0,168.0,37.0,Exact,both
bryant stith,2000000.0,2002,208.0,42.0,85.0,30.0,Exact,both
keon clark,1971000.0,2002,915.0,88.0,603.0,140.0,Exact,both
michael dickerson,1940000.0,2002,43.0,9.0,12.0,8.0,Exact,both
andre miller,1934000.0,2002,1335.0,882.0,379.0,245.0,Exact,both
greg foster,1924000.0,2002,7.0,1.0,8.0,0.0,Exact,both
matt harpring,1908000.0,2002,958.0,107.0,573.0,127.0,Exact,both
jamal crawford,1894000.0,2002,214.0,55.0,34.0,32.0,Exact,both
desagana diop,1842000.0,2002,25.0,5.0,17.0,12.0,Exact,both
shawn marion,1778000.0,2002,1547.0,162.0,803.0,144.0,Exact,both
darvin ham,1760000.0,2002,303.0,73.0,202.0,83.0,Exact,both
shammond williams,1750000.0,2002,221.0,83.0,63.0,35.0,Exact,both
joel przybilla,1741000.0,2002,190.0,21.0,283.0,43.0,Exact,both
rasho nesterovic,1725000.0,2002,687.0,75.0,534.0,94.0,Exact,both
tyronn lue,1714000.0,2002,555.0,246.0,122.0,96.0,Exact,both
rodney white,1694000.0,2002,56.0,12.0,18.0,14.0,Exact,both
jason terry,1689000.0,2002,1504.0,444.0,270.0,181.0,Exact,both
keyon dooling,1654000.0,2002,58.0,12.0,3.0,10.0,Exact,both
joe johnson,1608000.0,2002,304.0,74.0,139.0,28.0,Exact,both
joe johnson,1608000.0,2002,277.0,105.0,118.0,43.0,Exact,both
joe johnson,1608000.0,2002,581.0,179.0,257.0,71.0,Exact,both
trajan langdon,1604000.0,2002,209.0,60.0,55.0,40.0,Exact,both
johnny newman,1575000.0,2002,198.0,14.0,49.0,21.0,Exact,both
jerome moiso,1571000.0,2002,16.0,4.0,25.0,8.0,Exact,both
pat garrity,1569000.0,2002,884.0,99.0,338.0,68.0,Exact,both
kedrick brown,1528000.0,2002,63.0,15.0,50.0,7.0,Exact,both
tony massenburg,1500000.0,2002,403.0,26.0,324.0,65.0,Exact,both
danny manning,1500000.0,2002,165.0,30.0,108.0,25.0,Exact,both
dana barros,1500000.0,2002,193.0,78.0,57.0,33.0,Exact,both
ricky davis,1496000.0,2002,959.0,178.0,243.0,148.0,Exact,both
etan thomas,1493000.0,2002,203.0,6.0,181.0,26.0,Exact,both
brian skinner,1483000.0,2002,224.0,17.0,281.0,42.0,Exact,both
corie blount,1452000.0,2002,259.0,44.0,368.0,52.0,Exact,both
