Player,Salary,Season,PTS,AST,REB,TOV,GP,IntegrationMethod,Source
terry rozier,1988520.0,2018.0,900.0,232.0,376.0,80.0,80.0,Exact,both
anthony morrow,736420.0,2010.0,899.0,104.0,259.0,84.0,69.0,Exact,both
dillon brooks,815615.0,2018.0,898.0,135.0,257.0,124.0,82.0,Exact,both
javale mcgee,1512601.0,2019.0,897.0,52.0,566.0,108.0,75.0,Exact,both
rodney stuckey,915243.0,2015.0,896.0,219.0,248.0,118.0,71.0,Exact,both
juan carlos navarro,538090.0,2008.0,896.0,177.0,210.0,134.0,82.0,Exact,both
bobby jackson,2475000.0,2002.0,896.0,164.0,251.0,93.0,81.0,Exact,both
trey burke,2438760.0,2014.0,895.0,396.0,208.0,131.0,70.0,Exact,both
bobby jackson,2700000.0,2003.0,895.0,182.0,219.0,106.0,59.0,Exact,both
johnny newman,1400000.0,2001.0,895.0,115.0,176.0,106.0,82.0,Exact,both
carmelo anthony,1364204.0,2020.0,895.0,85.0,368.0,100.0,58.0,Exact,both
larry hughes,2343000.0,2002.0,895.0,316.0,245.0,171.0,73.0,Exact,both
aaron brooks,1045560.0,2009.0,894.0,238.0,157.0,125.0,80.0,Exact,both
james posey,1723000.0,2003.0,893.0,184.0,426.0,144.0,83.0,Exact,both
tobias harris,1545840.0,2014.0,893.0,82.0,424.0,78.0,61.0,Exact,both
nick young,1602960.0,2009.0,892.0,95.0,150.0,92.0,82.0,Exact,both
avery bradley,2511432.0,2014.0,891.0,85.0,226.0,96.0,60.0,Exact,both
jordan crawford,2162419.0,2014.0,890.0,281.0,183.0,134.0,81.0,Exact,both
malik beasley,2790369.0,2024.0,889.0,108.0,290.0,54.0,79.0,Exact,both
zach lavine,2240880.0,2017.0,889.0,139.0,160.0,85.0,47.0,Exact,both
gary trent jr,2027733.0,2021.0,888.0,80.0,152.0,43.0,58.0,Exact,both
charlie villanueva,2715000.0,2008.0,886.0,78.0,466.0,107.0,76.0,Exact,both
john collins,2686560.0,2020.0,885.0,60.0,416.0,75.0,41.0,Exact,both
courtney lee,1264440.0,2010.0,885.0,121.0,252.0,76.0,71.0,Exact,both
pat garrity,1569000.0,2002.0,884.0,99.0,338.0,68.0,80.0,Exact,both
george hill,854389.0,2011.0,884.0,193.0,199.0,99.0,76.0,Exact,both
demarre carroll,2442455.0,2015.0,883.0,118.0,372.0,75.0,70.0,Exact,both
morris peterson,966000.0,2002.0,883.0,153.0,223.0,86.0,63.0,Exact,both
randy foye,2500000.0,2013.0,882.0,167.0,127.0,92.0,82.0,Exact,both
immanuel quickley,2556268.0,2022.0,882.0,275.0,247.0,99.0,78.0,Exact,both
keldon johnson,2495928.0,2021.0,881.0,121.0,412.0,78.0,69.0,Exact,both
ryan gomes,664209.0,2007.0,881.0,119.0,407.0,105.0,73.0,Exact,both
linas kleiza,1011360.0,2008.0,880.0,95.0,333.0,89.0,79.0,Exact,both
andrei kirilenko,831000.0,2002.0,880.0,94.0,402.0,108.0,82.0,Exact,both
dennis schroder,1763400.0,2016.0,879.0,349.0,204.0,183.0,80.0,Fuzzy,both
jrue holiday,2674852.0,2012.0,879.0,290.0,212.0,135.0,65.0,Exact,both
terrence ross,2678640.0,2014.0,879.0,79.0,252.0,88.0,81.0,Exact,both
tj ford,2303040.0,2006.0,878.0,473.0,311.0,219.0,72.0,Exact,both
aaron mckie,1820000.0,2001.0,878.0,377.0,311.0,203.0,76.0,Exact,both
jimmy butler,1112880.0,2014.0,878.0,175.0,330.0,102.0,67.0,Exact,both
luguentz dort,2061329.0,2022.0,877.0,88.0,212.0,88.0,51.0,Exact,both
spencer hawes,2180760.0,2009.0,876.0,149.0,549.0,160.0,77.0,Exact,both
david lee,990600.0,2008.0,876.0,95.0,724.0,97.0,81.0,Exact,both
tre jones,1890091.0,2023.0,875.0,448.0,245.0,110.0,68.0,Exact,both
frank kaminsky,2730000.0,2017.0,874.0,162.0,336.0,76.0,75.0,Exact,both
jarrett allen,2034120.0,2019.0,873.0,110.0,672.0,103.0,80.0,Exact,both
luther head,1048800.0,2007.0,872.0,194.0,252.0,137.0,80.0,Exact,both
kent bazemore,2000000.0,2016.0,872.0,171.0,379.0,138.0,75.0,Exact,both
terance mann,2061329.0,2022.0,872.0,209.0,425.0,84.0,81.0,Exact,both
zach randolph,1805000.0,2005.0,871.0,86.0,442.0,112.0,46.0,Exact,both
matt carroll,1188000.0,2007.0,869.0,91.0,207.0,73.0,72.0,Exact,both
pat garrity,2238000.0,2003.0,868.0,121.0,306.0,77.0,81.0,Exact,both
jared dudley,2151068.0,2011.0,867.0,108.0,318.0,77.0,82.0,Exact,both
arron afflalo,1959577.0,2011.0,867.0,168.0,251.0,71.0,69.0,Exact,both
robert covington,1015696.0,2017.0,864.0,102.0,436.0,131.0,67.0,Exact,both
shabazz muhammad,2056920.0,2016.0,863.0,52.0,267.0,70.0,82.0,Exact,both
domantas sabonis,2659800.0,2018.0,861.0,151.0,572.0,137.0,74.0,Exact,both
rasho nesterovic,2436000.0,2003.0,861.0,114.0,504.0,99.0,77.0,Exact,both
dario saric,2526840.0,2019.0,858.0,127.0,457.0,97.0,81.0,Fuzzy,both
jamal crawford,2026000.0,2003.0,858.0,334.0,185.0,134.0,80.0,Exact,both
robert covington,1000000.0,2016.0,858.0,97.0,419.0,143.0,67.0,Exact,both
caris levert,1702800.0,2018.0,858.0,299.0,260.0,153.0,71.0,Exact,both
jalen brunson,2027733.0,2021.0,857.0,239.0,231.0,80.0,68.0,Exact,both
toney douglas,1071000.0,2011.0,856.0,244.0,244.0,89.0,81.0,Exact,both
donatas motiejunas,1483920.0,2015.0,855.0,130.0,421.0,123.0,71.0,Exact,both
hakim warrick,1376040.0,2008.0,852.0,53.0,356.0,85.0,75.0,Exact,both
gary harris,1655880.0,2017.0,851.0,164.0,178.0,76.0,57.0,Exact,both
lee nailon,466000.0,2002.0,851.0,94.0,291.0,96.0,79.0,Exact,both
monte morris,1349383.0,2019.0,851.0,297.0,194.0,52.0,82.0,Fuzzy,both
dj augustin,2208960.0,2009.0,850.0,250.0,133.0,119.0,72.0,Exact,both
joe smith,2250000.0,2001.0,847.0,79.0,491.0,88.0,69.0,Exact,both
brandon knight,2563320.0,2012.0,847.0,251.0,211.0,171.0,66.0,Exact,both
rudy gay,2242920.0,2007.0,846.0,100.0,348.0,140.0,78.0,Exact,both
isaiah canaan,947276.0,2016.0,846.0,137.0,174.0,91.0,77.0,Exact,both
delonte west,1080480.0,2007.0,845.0,304.0,208.0,140.0,69.0,Exact,both
kawhi leonard,1887840.0,2014.0,844.0,133.0,412.0,80.0,66.0,Exact,both
andray blatche,854389.0,2013.0,843.0,85.0,417.0,123.0,82.0,Exact,both
gerald green,1347000.0,2007.0,843.0,83.0,208.0,120.0,81.0,Exact,both
caris levert,2625718.0,2020.0,842.0,199.0,189.0,118.0,45.0,Exact,both
mason plumlee,2328530.0,2017.0,842.0,284.0,605.0,134.0,81.0,Exact,both
jamaal magloire,1126000.0,2003.0,841.0,88.0,724.0,158.0,82.0,Exact,both
wesley matthews,512746.0,2019.0,840.0,160.0,170.0,91.0,69.0,Exact,both
ersan ilyasova,2100000.0,2010.0,840.0,84.0,517.0,71.0,81.0,Exact,both
willie green,2800000.0,2007.0,839.0,112.0,158.0,106.0,74.0,Exact,both
wilson chandler,2130482.0,2011.0,838.0,86.0,303.0,67.0,51.0,Exact,both
aaron williams,2250000.0,2001.0,838.0,88.0,590.0,132.0,82.0,Exact,both
yogi ferrell,1312611.0,2018.0,838.0,201.0,249.0,78.0,82.0,Exact,both
eric paschall,898310.0,2020.0,837.0,127.0,275.0,94.0,60.0,Exact,both
montrezl harrell,1471382.0,2018.0,836.0,74.0,306.0,68.0,76.0,Exact,both
marco belinelli,2380270.0,2011.0,836.0,92.0,151.0,77.0,80.0,Exact,both
delonte west,1010040.0,2006.0,836.0,329.0,289.0,133.0,71.0,Exact,both
roy hibbert,2588590.0,2012.0,834.0,108.0,572.0,128.0,65.0,Exact,both
jared sullinger,2569260.0,2016.0,834.0,187.0,673.0,102.0,81.0,Exact,both
beno udrih,561544.0,2008.0,834.0,282.0,217.0,148.0,65.0,Exact,both
chris whitney,2666000.0,2002.0,833.0,314.0,152.0,85.0,82.0,Exact,both
austin reaves,1657779.0,2023.0,833.0,215.0,193.0,99.0,64.0,Exact,both
tyler zeller,1703760.0,2015.0,833.0,113.0,465.0,76.0,82.0,Exact,both
randy foye,2448240.0,2007.0,832.0,232.0,218.0,152.0,82.0,Exact,both
allen crabbe,947276.0,2016.0,832.0,99.0,216.0,64.0,81.0,Exact,both
jeff teague,1579920.0,2012.0,831.0,321.0,159.0,134.0,66.0,Exact,both
dennis schroeder,2800943.0,2023.0,830.0,298.0,165.0,112.0,67.0,Fuzzy,both
gerald henderson,2250600.0,2012.0,830.0,126.0,225.0,100.0,55.0,Exact,both
gorgui dieng,1474440.0,2016.0,827.0,143.0,585.0,140.0,82.0,Exact,both
patty mills,1133950.0,2014.0,826.0,149.0,169.0,63.0,81.0,Exact,both
klay thompson,2126520.0,2012.0,826.0,133.0,161.0,103.0,66.0,Exact,both
lindsey hunter,2650000.0,2001.0,825.0,222.0,169.0,68.0,82.0,Exact,both
francisco garcia,1983454.0,2009.0,824.0,150.0,218.0,112.0,65.0,Exact,both
tim hardaway jr,1196760.0,2014.0,824.0,66.0,121.0,47.0,81.0,Exact,both
larry hughes,1842000.0,2001.0,823.0,223.0,276.0,152.0,50.0,Exact,both
andray blatche,1375604.0,2014.0,821.0,112.0,390.0,110.0,73.0,Exact,both
jr smith,1387560.0,2007.0,819.0,91.0,143.0,85.0,63.0,Exact,both
mario chalmers,700000.0,2009.0,818.0,403.0,228.0,165.0,82.0,Exact,both
nicolas batum,2155365.0,2012.0,818.0,84.0,271.0,90.0,59.0,Exact,both
clint capela,1296240.0,2017.0,818.0,63.0,526.0,87.0,65.0,Exact,both
shake milton,2073716.0,2021.0,817.0,193.0,148.0,103.0,63.0,Exact,both
kendrick nunn,2027733.0,2021.0,816.0,148.0,179.0,80.0,56.0,Exact,both
devonte graham,2027733.0,2021.0,816.0,295.0,148.0,84.0,55.0,Exact,both
gorgui dieng,2348783.0,2017.0,816.0,158.0,647.0,107.0,82.0,Exact,both
rudy fernandez,1084080.0,2009.0,815.0,159.0,207.0,86.0,78.0,Exact,both
jarrett jack,1217400.0,2008.0,814.0,313.0,234.0,178.0,82.0,Exact,both
rajon rondo,1229280.0,2008.0,814.0,393.0,322.0,147.0,77.0,Exact,both
jordan crawford,1198680.0,2013.0,814.0,225.0,209.0,141.0,70.0,Exact,both
linas kleiza,1824493.0,2009.0,813.0,64.0,327.0,82.0,82.0,Exact,both
nikola vucevic,1793520.0,2014.0,811.0,104.0,626.0,112.0,57.0,Fuzzy,both
demarre carroll,2557545.0,2014.0,810.0,134.0,403.0,79.0,73.0,Exact,both
ramon sessions,2170465.0,2016.0,810.0,239.0,203.0,115.0,82.0,Exact,both
christian wood,1645357.0,2020.0,810.0,60.0,390.0,84.0,62.0,Exact,both
hedo turkoglu,1216000.0,2002.0,810.0,163.0,363.0,81.0,80.0,Exact,both
serge ibaka,1204200.0,2011.0,808.0,22.0,622.0,71.0,82.0,Exact,both
terrence ross,2793960.0,2015.0,807.0,86.0,226.0,69.0,82.0,Exact,both
mike miller,2668000.0,2003.0,806.0,139.0,286.0,99.0,49.0,Exact,both
tim hardaway jr,1250640.0,2015.0,804.0,127.0,156.0,82.0,70.0,Exact,both
al thornton,1900200.0,2010.0,804.0,90.0,294.0,102.0,75.0,Exact,both
joe johnson,1729000.0,2003.0,803.0,210.0,264.0,108.0,82.0,Exact,both
alvin williams,2100000.0,2001.0,802.0,407.0,212.0,103.0,82.0,Exact,both
channing frye,2162880.0,2006.0,802.0,53.0,374.0,97.0,65.0,Exact,both
mickael pietrus,2535260.0,2007.0,801.0,62.0,327.0,105.0,72.0,Exact,both
quentin grimes,2414275.0,2023.0,799.0,150.0,229.0,69.0,71.0,Exact,both
kemba walker,2356320.0,2012.0,799.0,289.0,234.0,119.0,66.0,Exact,both
jumaine jones,1875000.0,2006.0,799.0,63.0,376.0,74.0,76.0,Exact,both
paul george,2406240.0,2012.0,798.0,158.0,370.0,117.0,66.0,Exact,both
javale mcgee,1601040.0,2011.0,798.0,38.0,634.0,102.0,79.0,Exact,both
landry fields,473604.0,2011.0,797.0,155.0,521.0,107.0,82.0,Exact,both
andris biedrins,2636696.0,2008.0,796.0,75.0,744.0,85.0,76.0,Exact,both
eddie house,835810.0,2006.0,796.0,148.0,132.0,76.0,81.0,Exact,both
marcus morris sr,1987320.0,2014.0,796.0,88.0,319.0,95.0,82.0,Exact,both
nikola jokic,1300000.0,2016.0,796.0,189.0,560.0,104.0,80.0,Fuzzy,both
lucious harris,2640000.0,2003.0,795.0,155.0,232.0,71.0,77.0,Exact,both
jaesean tate,1761858.0,2021.0,794.0,178.0,374.0,98.0,70.0,Exact,both
rod strickland,591000.0,2002.0,794.0,463.0,232.0,159.0,76.0,Exact,both
omri casspi,1167000.0,2010.0,792.0,95.0,349.0,98.0,77.0,Exact,both
anthony peeler,2737000.0,2001.0,791.0,192.0,192.0,105.0,75.0,Exact,both
kyle lowry,1087680.0,2008.0,791.0,296.0,250.0,127.0,82.0,Exact,both
nick collison,2501070.0,2007.0,790.0,82.0,666.0,123.0,82.0,Exact,both
dwayne bacon,2046005.0,2021.0,788.0,93.0,224.0,46.0,72.0,Exact,both
matt barnes,797581.0,2009.0,788.0,212.0,421.0,130.0,77.0,Exact,both
jumaine jones,1419000.0,2003.0,784.0,112.0,405.0,107.0,80.0,Exact,both
naz reid,1849950.0,2021.0,784.0,72.0,322.0,69.0,70.0,Exact,both
kyle singler,1045000.0,2014.0,784.0,75.0,303.0,79.0,82.0,Exact,both
michael finley,2500000.0,2009.0,784.0,114.0,270.0,61.0,81.0,Exact,both
gary neal,525000.0,2011.0,783.0,96.0,196.0,78.0,80.0,Exact,both
andris biedrins,1986960.0,2007.0,783.0,88.0,762.0,119.0,82.0,Exact,both
denzel valentine,2280600.0,2018.0,783.0,244.0,393.0,99.0,77.0,Exact,both
kyle kuzma,1974600.0,2020.0,782.0,80.0,273.0,91.0,61.0,Exact,both
james posey,1120000.0,2002.0,782.0,180.0,429.0,127.0,73.0,Exact,both
ersan ilyasova,2541000.0,2012.0,782.0,71.0,529.0,76.0,60.0,Exact,both
gordon hayward,2709720.0,2012.0,782.0,207.0,230.0,109.0,66.0,Exact,both
naz reid,2047077.0,2023.0,781.0,77.0,333.0,92.0,68.0,Exact,both
michael finley,2675000.0,2006.0,780.0,116.0,247.0,62.0,77.0,Exact,both
gerald wallace,1377000.0,2005.0,780.0,137.0,386.0,159.0,70.0,Exact,both
john henson,1905360.0,2014.0,779.0,113.0,497.0,114.0,70.0,Exact,both
damyean dotson,1378242.0,2019.0,779.0,135.0,262.0,71.0,73.0,Exact,both
luke ridnour,2425878.0,2007.0,779.0,368.0,164.0,156.0,71.0,Exact,both
juan dixon,2550000.0,2007.0,778.0,123.0,158.0,101.0,81.0,Exact,both
kevin martin,937440.0,2006.0,778.0,97.0,261.0,81.0,72.0,Exact,both
zach lavine,2055840.0,2015.0,778.0,276.0,214.0,193.0,77.0,Exact,both
elfrid payton,2505720.0,2016.0,778.0,467.0,261.0,177.0,73.0,Exact,both
john collins,2299080.0,2018.0,777.0,98.0,541.0,105.0,74.0,Exact,both
mikki moore,1071225.0,2007.0,776.0,74.0,403.0,113.0,79.0,Exact,both
dahntay jones,2500000.0,2010.0,776.0,150.0,229.0,129.0,76.0,Exact,both
goran dragic,2108000.0,2012.0,775.0,351.0,168.0,157.0,66.0,Exact,both
jarrett allen,2376840.0,2020.0,775.0,110.0,671.0,77.0,70.0,Exact,both
jodie meeks,762195.0,2011.0,774.0,78.0,171.0,60.0,74.0,Exact,both
brandon rush,1934160.0,2010.0,774.0,112.0,346.0,93.0,82.0,Exact,both
alec burks,1620564.0,2020.0,773.0,151.0,226.0,76.0,48.0,Exact,both
malik rose,2285000.0,2002.0,772.0,61.0,492.0,140.0,82.0,Exact,both
laphonso ellis,1200000.0,2001.0,772.0,93.0,494.0,108.0,82.0,Exact,both
predrag drobnjak,526000.0,2003.0,771.0,86.0,320.0,65.0,82.0,Exact,both
jared sullinger,1424520.0,2015.0,770.0,134.0,441.0,78.0,58.0,Exact,both
jj barea,1815000.0,2011.0,769.0,317.0,159.0,136.0,81.0,Exact,both
wesley matthews,457588.0,2010.0,769.0,124.0,191.0,93.0,82.0,Exact,both
dennis schroder,1690680.0,2015.0,768.0,317.0,164.0,150.0,77.0,Fuzzy,both
malcolm brogdon,925000.0,2017.0,767.0,317.0,213.0,113.0,75.0,Exact,both
tyler hansbrough,1998600.0,2011.0,767.0,41.0,366.0,76.0,70.0,Exact,both
michael redd,465000.0,2002.0,767.0,91.0,224.0,57.0,67.0,Exact,both
mike scott,788872.0,2014.0,767.0,75.0,284.0,79.0,80.0,Exact,both
derrick white,1948080.0,2020.0,765.0,241.0,223.0,89.0,68.0,Exact,both
chase budinger,780871.0,2011.0,765.0,127.0,281.0,67.0,78.0,Exact,both
doug mcdermott,2380440.0,2016.0,764.0,59.0,195.0,53.0,81.0,Exact,both
eric bledsoe,2626474.0,2014.0,763.0,235.0,202.0,143.0,43.0,Exact,both
pj tucker,884293.0,2014.0,760.0,141.0,529.0,102.0,81.0,Exact,both
greivis vasquez,2150188.0,2014.0,758.0,323.0,173.0,128.0,79.0,Exact,both
hollis thompson,947276.0,2016.0,758.0,99.0,272.0,76.0,77.0,Exact,both
thomas bryant,1378242.0,2019.0,758.0,92.0,454.0,60.0,72.0,Exact,both
earl boykins,2750000.0,2006.0,756.0,230.0,81.0,83.0,60.0,Exact,both
shane battier,2368000.0,2003.0,756.0,105.0,345.0,68.0,78.0,Exact,both
jameer nelson,1961609.0,2008.0,755.0,383.0,243.0,141.0,69.0,Exact,both
jalen mcdaniels,2047077.0,2023.0,755.0,130.0,346.0,93.0,80.0,Exact,both
wesley johnson,915243.0,2015.0,753.0,124.0,319.0,87.0,76.0,Exact,both
jamaal tinsley,749000.0,2002.0,751.0,647.0,298.0,270.0,80.0,Exact,both
greg monroe,2798040.0,2011.0,751.0,105.0,601.0,81.0,80.0,Exact,both
jannero pargo,1000000.0,2007.0,751.0,203.0,180.0,122.0,82.0,Exact,both
jordan farmar,1009560.0,2008.0,749.0,225.0,183.0,108.0,82.0,Exact,both
mason plumlee,1415520.0,2016.0,749.0,226.0,628.0,154.0,82.0,Exact,both
isaiah thomas,762195.0,2012.0,749.0,266.0,168.0,105.0,65.0,Exact,both
jerami grant,845059.0,2016.0,749.0,135.0,361.0,110.0,77.0,Exact,both
troy williams,149583.0,2021.0,749.0,225.0,138.0,108.0,66.0,Fuzzy,both
harrison barnes,2798040.0,2013.0,748.0,98.0,333.0,101.0,81.0,Exact,both
rodney hood,1406520.0,2017.0,748.0,96.0,202.0,65.0,59.0,Exact,both
morris peterson,898000.0,2001.0,747.0,105.0,259.0,78.0,80.0,Exact,both
craig smith,2500000.0,2009.0,746.0,79.0,284.0,105.0,74.0,Exact,both
matt barnes,744551.0,2007.0,746.0,156.0,350.0,105.0,76.0,Exact,both
leandro barbosa,930600.0,2006.0,744.0,158.0,150.0,89.0,57.0,Exact,both
herb jones,1965790.0,2022.0,742.0,167.0,296.0,100.0,78.0,Fuzzy,both
josh childress,2677200.0,2006.0,742.0,131.0,387.0,101.0,74.0,Exact,both
richard jefferson,1379000.0,2002.0,742.0,140.0,293.0,107.0,79.0,Exact,both
taurean prince,2526840.0,2019.0,742.0,118.0,199.0,100.0,55.0,Exact,both
vladimir radmanovic,2301000.0,2005.0,741.0,86.0,289.0,80.0,63.0,Exact,both
jonas jerebko,457588.0,2010.0,741.0,58.0,478.0,82.0,80.0,Exact,both
hedo turkoglu,1995000.0,2004.0,739.0,154.0,358.0,94.0,80.0,Exact,both
carlos delfino,1868141.0,2008.0,738.0,145.0,359.0,75.0,82.0,Exact,both
reggie williams,762195.0,2011.0,738.0,121.0,216.0,57.0,80.0,Exact,both
sebastian telfair,2300000.0,2009.0,738.0,343.0,127.0,146.0,75.0,Exact,both
bostjan nachbar,2500000.0,2008.0,738.0,88.0,260.0,85.0,75.0,Exact,both
patrick patterson,2096760.0,2013.0,737.0,81.0,337.0,61.0,71.0,Exact,both
dion glover,1584000.0,2003.0,737.0,141.0,282.0,108.0,76.0,Exact,both
taj gibson,1039800.0,2010.0,735.0,70.0,611.0,114.0,82.0,Exact,both
richard jefferson,2266000.0,2005.0,733.0,133.0,240.0,132.0,33.0,Exact,both
ish smith,947276.0,2016.0,733.0,348.0,213.0,130.0,50.0,Exact,both
og anunoby,2281800.0,2020.0,733.0,108.0,364.0,79.0,69.0,Exact,both
desmond mason,1235000.0,2003.0,732.0,95.0,335.0,74.0,52.0,Exact,both
elfrid payton,2397840.0,2015.0,731.0,533.0,349.0,203.0,82.0,Exact,both
immanuel quickley,2565979.0,2021.0,731.0,127.0,137.0,58.0,64.0,Exact,both
cj watson,711517.0,2009.0,730.0,206.0,192.0,92.0,77.0,Exact,both
jason kapono,1188000.0,2007.0,730.0,81.0,180.0,70.0,67.0,Exact,both
darrell arthur,1123680.0,2011.0,729.0,53.0,342.0,88.0,80.0,Exact,both
solomon hill,1302840.0,2015.0,729.0,184.0,314.0,115.0,82.0,Exact,both
george mccloud,2200000.0,2001.0,729.0,279.0,224.0,117.0,76.0,Exact,both
cj miles,2225000.0,2013.0,729.0,63.0,174.0,69.0,65.0,Exact,both
luguentz dort,1849950.0,2021.0,729.0,88.0,189.0,79.0,52.0,Exact,both
glenn robinson iii,1620564.0,2020.0,727.0,96.0,270.0,55.0,62.0,Exact,both
metta world peace,1241000.0,2002.0,727.0,127.0,271.0,118.0,55.0,Exact,both
kevin huerter,2250960.0,2019.0,727.0,214.0,245.0,109.0,75.0,Exact,both
craig smith,687456.0,2008.0,727.0,60.0,353.0,89.0,77.0,Exact,both
trey lyles,2441400.0,2018.0,724.0,91.0,347.0,61.0,73.0,Exact,both
arron afflalo,1086240.0,2010.0,724.0,138.0,252.0,74.0,82.0,Exact,both
vladimir radmanovic,1561000.0,2003.0,724.0,97.0,323.0,100.0,72.0,Exact,both
roger mason jr,770610.0,2008.0,724.0,134.0,130.0,69.0,80.0,Exact,both
damien wilkins,2700000.0,2007.0,724.0,156.0,229.0,116.0,82.0,Exact,both
spencer hawes,2332800.0,2010.0,723.0,158.0,436.0,131.0,72.0,Exact,both
landry shamet,1703649.0,2019.0,722.0,117.0,134.0,45.0,79.0,Exact,both
kevin willis,2700000.0,2001.0,722.0,50.0,532.0,87.0,78.0,Exact,both
kevin seraphin,2761114.0,2013.0,721.0,57.0,346.0,130.0,79.0,Exact,both
max strus,1930149.0,2022.0,721.0,92.0,202.0,57.0,68.0,Exact,both
mo williams,2652000.0,2014.0,721.0,321.0,153.0,149.0,74.0,Exact,both
kyle singler,1000000.0,2013.0,720.0,77.0,330.0,98.0,82.0,Exact,both
dejounte murray,2321735.0,2020.0,720.0,271.0,383.0,125.0,66.0,Exact,both
jason williams,2011000.0,2001.0,720.0,416.0,185.0,160.0,77.0,Exact,both
corey maggette,1448000.0,2002.0,717.0,112.0,231.0,116.0,63.0,Exact,both
mason plumlee,1357080.0,2015.0,717.0,74.0,512.0,106.0,82.0,Exact,both
matt barnes,1600000.0,2010.0,716.0,134.0,445.0,112.0,81.0,Exact,both
wesley johnson,884293.0,2014.0,715.0,124.0,348.0,90.0,79.0,Exact,both
ben mclemore,2028594.0,2020.0,715.0,58.0,157.0,50.0,71.0,Exact,both
dario saric,2526840.0,2019.0,714.0,101.0,371.0,72.0,68.0,Fuzzy,both
andrew bynum,2769300.0,2009.0,714.0,71.0,398.0,85.0,50.0,Exact,both
andray blatche,2739669.0,2009.0,713.0,118.0,378.0,117.0,71.0,Exact,both
terance mann,2047077.0,2023.0,713.0,184.0,276.0,80.0,81.0,Exact,both
chauncey billups,2250000.0,2001.0,713.0,260.0,158.0,111.0,77.0,Exact,both
shannon brown,2149200.0,2011.0,712.0,96.0,157.0,75.0,82.0,Exact,both
sam hauser,1985181.0,2024.0,712.0,82.0,276.0,32.0,79.0,Exact,both
speedy claxton,2390000.0,2005.0,712.0,374.0,184.0,119.0,62.0,Exact,both
reggie bullock,2500000.0,2019.0,711.0,129.0,173.0,65.0,63.0,Fuzzy,both
keith bogans,2440000.0,2008.0,711.0,104.0,266.0,53.0,82.0,Exact,both
marreese speights,1403611.0,2017.0,711.0,65.0,373.0,69.0,82.0,Exact,both
bobby portis,2494346.0,2019.0,710.0,72.0,403.0,74.0,50.0,Exact,both
gorgui dieng,1413480.0,2015.0,710.0,146.0,609.0,126.0,73.0,Exact,both
shandon anderson,2200000.0,2001.0,710.0,189.0,333.0,131.0,82.0,Exact,both
andrew nembhard,2379403.0,2023.0,709.0,341.0,199.0,126.0,75.0,Exact,both
boris diaw,1870501.0,2007.0,709.0,352.0,317.0,154.0,73.0,Exact,both
marshon brooks,1063865.0,2012.0,708.0,131.0,200.0,118.0,56.0,Exact,both
luther head,975600.0,2006.0,707.0,215.0,266.0,119.0,80.0,Exact,both
jeremy lin,487109.0,2019.0,707.0,231.0,179.0,124.0,74.0,Exact,both
jimmy butler,1112880.0,2013.0,705.0,115.0,328.0,62.0,82.0,Exact,both
tony parker,744000.0,2002.0,705.0,334.0,197.0,151.0,77.0,Exact,both
daniel gafford,2047077.0,2023.0,705.0,84.0,433.0,85.0,78.0,Exact,both
etan thomas,2211000.0,2004.0,705.0,68.0,528.0,113.0,79.0,Exact,both
furkan korkmaz,1620564.0,2020.0,704.0,79.0,168.0,59.0,72.0,Exact,both
jaylen nowell,2047077.0,2023.0,704.0,132.0,170.0,65.0,65.0,Exact,both
mo williams,1760000.0,2006.0,703.0,230.0,143.0,105.0,58.0,Exact,both
jordan clarkson,507336.0,2015.0,703.0,206.0,191.0,96.0,59.0,Exact,both
marco belinelli,1957000.0,2013.0,702.0,148.0,140.0,82.0,73.0,Exact,both
deron williams,259526.0,2017.0,701.0,360.0,147.0,138.0,64.0,Exact,both
brandon clarke,2478840.0,2020.0,700.0,81.0,345.0,55.0,58.0,Exact,both
calbert cheaney,1400000.0,2003.0,700.0,163.0,284.0,108.0,81.0,Exact,both
john starks,2250000.0,2001.0,699.0,178.0,154.0,94.0,75.0,Exact,both
james jones,2400000.0,2006.0,699.0,57.0,253.0,35.0,75.0,Exact,both
jamaal magloire,1048000.0,2002.0,699.0,31.0,461.0,118.0,82.0,Exact,both
gg jackson,2050601.0,2024.0,699.0,59.0,196.0,65.0,48.0,Exact,both
reggie bullock,2500000.0,2018.0,698.0,95.0,154.0,47.0,62.0,Fuzzy,both
bones hyland,2424722.0,2022.0,698.0,191.0,188.0,86.0,69.0,Exact,both
naji marshall,1890091.0,2023.0,698.0,189.0,279.0,97.0,77.0,Exact,both
evan fournier,1483920.0,2015.0,698.0,120.0,153.0,82.0,58.0,Exact,both
santiago aldama,2220370.0,2023.0,696.0,97.0,371.0,60.0,77.0,Fuzzy,both
bostjan nachbar,2500000.0,2007.0,696.0,61.0,253.0,69.0,76.0,Exact,both
kj martin,1755313.0,2022.0,696.0,101.0,297.0,60.0,79.0,Exact,both
larry sanders,1991760.0,2013.0,696.0,83.0,672.0,87.0,71.0,Exact,both
dante cunningham,2090000.0,2013.0,695.0,67.0,408.0,56.0,80.0,Exact,both
alan anderson,854389.0,2013.0,693.0,103.0,148.0,80.0,65.0,Exact,both
kelenna azubuike,687456.0,2008.0,692.0,75.0,324.0,58.0,81.0,Exact,both
javale mcgee,2462400.0,2012.0,691.0,31.0,477.0,87.0,61.0,Exact,both
eddie house,2650000.0,2009.0,691.0,92.0,157.0,55.0,81.0,Exact,both
