Player,Salary,Season,PTS,AST,REB,TOV,GP,IntegrationMethod,Source
anthony johnson,2420000.0,2006.0,691.0,324.0,168.0,115.0,75.0,Exact,both
isaiah joe,1946784.0,2023.0,691.0,88.0,175.0,39.0,73.0,Exact,both
corey maggette,1353000.0,2001.0,690.0,82.0,291.0,106.0,69.0,Exact,both
kawhi leonard,1809840.0,2013.0,689.0,93.0,346.0,62.0,58.0,Exact,both
jamychal green,980431.0,2017.0,689.0,84.0,544.0,94.0,77.0,Exact,both
jj hickson,1429200.0,2010.0,689.0,40.0,400.0,92.0,81.0,Exact,both
mike bibby,216110.0,2011.0,688.0,265.0,195.0,101.0,80.0,Exact,both
ayo dosunmu,1657779.0,2023.0,687.0,206.0,220.0,99.0,80.0,Exact,both
lance stephenson,870000.0,2013.0,687.0,223.0,304.0,109.0,78.0,Exact,both
deandre bembry,1634640.0,2019.0,687.0,202.0,358.0,142.0,82.0,Exact,both
rasho nesterovic,1725000.0,2002.0,687.0,75.0,534.0,94.0,82.0,Exact,both
joakim noah,2455680.0,2010.0,687.0,132.0,704.0,117.0,64.0,Exact,both
kelly olynyk,2165160.0,2016.0,687.0,105.0,281.0,74.0,69.0,Exact,both
daequan cook,1273200.0,2009.0,686.0,71.0,189.0,42.0,75.0,Exact,both
george lynch,2200000.0,2001.0,686.0,139.0,590.0,109.0,82.0,Exact,both
brandon bass,826269.0,2009.0,686.0,43.0,367.0,86.0,81.0,Exact,both
rudy gobert,1127400.0,2015.0,686.0,109.0,775.0,111.0,82.0,Exact,both
rasual butler,1300000.0,2006.0,685.0,40.0,232.0,65.0,79.0,Exact,both
kevin huerter,2636280.0,2020.0,684.0,213.0,228.0,87.0,56.0,Exact,both
chris webber,407313.0,2007.0,684.0,188.0,437.0,107.0,61.0,Exact,both
luke walton,1375000.0,2007.0,684.0,257.0,302.0,118.0,60.0,Exact,both
channing frye,2325000.0,2007.0,684.0,67.0,395.0,100.0,72.0,Exact,both
tony snell,2368327.0,2017.0,683.0,96.0,248.0,55.0,80.0,Exact,both
lucious harris,2160000.0,2001.0,683.0,135.0,288.0,64.0,73.0,Exact,both
marcus fizer,2562000.0,2001.0,683.0,76.0,313.0,124.0,72.0,Exact,both
jerami grant,1524305.0,2018.0,682.0,57.0,319.0,54.0,81.0,Exact,both
ty lawson,980431.0,2017.0,681.0,334.0,179.0,129.0,69.0,Exact,both
trenton hassell,333000.0,2002.0,681.0,172.0,255.0,101.0,78.0,Exact,both
ryan anderson,1409040.0,2011.0,681.0,52.0,355.0,49.0,64.0,Exact,both
amare stoudemire,306876.0,2015.0,680.0,45.0,329.0,78.0,59.0,Exact,both
trey burke,2658240.0,2016.0,679.0,148.0,112.0,80.0,64.0,Exact,both
ayo dosunmu,1069919.0,2022.0,679.0,256.0,214.0,108.0,77.0,Exact,both
morris peterson,1646000.0,2004.0,678.0,113.0,261.0,69.0,82.0,Exact,both
jalen brunson,1230000.0,2019.0,678.0,230.0,169.0,88.0,73.0,Exact,both
brian roberts,788872.0,2014.0,677.0,234.0,136.0,95.0,72.0,Exact,both
daniel gafford,2061329.0,2022.0,677.0,68.0,407.0,65.0,72.0,Exact,both
anthony morrow,442114.0,2009.0,676.0,80.0,199.0,52.0,67.0,Exact,both
rondae hollisjefferson,1395600.0,2017.0,675.0,154.0,452.0,116.0,78.0,Exact,both
lucious harris,2400000.0,2002.0,675.0,116.0,207.0,61.0,74.0,Exact,both
gerald green,1512601.0,2019.0,675.0,40.0,182.0,55.0,73.0,Exact,both
jared dudley,1307640.0,2010.0,674.0,115.0,281.0,68.0,82.0,Exact,both
dejuan blair,918000.0,2011.0,674.0,77.0,565.0,113.0,81.0,Exact,both
fred hoiberg,880000.0,2001.0,673.0,263.0,308.0,74.0,74.0,Exact,both
courtney lee,1352640.0,2011.0,672.0,100.0,209.0,68.0,81.0,Exact,both
joe johnson,261894.0,2016.0,671.0,232.0,224.0,116.0,57.0,Exact,both
jumaine jones,786000.0,2002.0,671.0,116.0,490.0,79.0,81.0,Exact,both
markieff morris,2091840.0,2013.0,670.0,108.0,396.0,104.0,82.0,Exact,both
nate robinson,1102680.0,2006.0,670.0,147.0,167.0,114.0,72.0,Exact,both
devin brown,516806.0,2007.0,670.0,149.0,251.0,91.0,58.0,Exact,both
shane battier,2533000.0,2004.0,669.0,101.0,303.0,56.0,79.0,Exact,both
rudy fernandez,1246680.0,2011.0,668.0,193.0,172.0,88.0,78.0,Exact,both
jose calderon,2333334.0,2007.0,668.0,387.0,134.0,110.0,77.0,Exact,both
shannon brown,1990000.0,2010.0,667.0,108.0,183.0,67.0,82.0,Exact,both
cj watson,1000497.0,2010.0,667.0,180.0,169.0,69.0,65.0,Exact,both
kenny thomas,1557000.0,2003.0,667.0,112.0,529.0,116.0,66.0,Exact,both
james posey,1047000.0,2001.0,666.0,163.0,431.0,102.0,82.0,Exact,both
alonzo gee,854389.0,2012.0,665.0,113.0,322.0,114.0,63.0,Exact,both
othella harrington,2250000.0,2001.0,665.0,56.0,388.0,145.0,74.0,Exact,both
jeremy lamb,2111160.0,2014.0,665.0,115.0,189.0,61.0,78.0,Exact,both
eddie griffin,2162000.0,2003.0,664.0,86.0,461.0,76.0,77.0,Exact,both
maurice evans,1740000.0,2008.0,664.0,81.0,218.0,40.0,75.0,Exact,both
derrick white,1667160.0,2019.0,663.0,263.0,247.0,97.0,67.0,Exact,both
jason thompson,2178000.0,2011.0,663.0,88.0,454.0,99.0,75.0,Exact,both
jusuf nurkic,1921320.0,2017.0,662.0,123.0,467.0,143.0,65.0,Fuzzy,both
demar derozan,2282640.0,2010.0,662.0,53.0,223.0,62.0,77.0,Exact,both
bonzi wells,2284200.0,2008.0,662.0,97.0,331.0,103.0,73.0,Exact,both
jamario moon,427163.0,2008.0,661.0,90.0,484.0,51.0,78.0,Exact,both
paul millsap,687456.0,2008.0,661.0,81.0,460.0,87.0,82.0,Exact,both
alonzo mourning,2500000.0,2007.0,661.0,18.0,350.0,129.0,77.0,Exact,both
josh smith,2077000.0,2015.0,660.0,145.0,328.0,134.0,55.0,Exact,both
monte morris,1588231.0,2020.0,660.0,255.0,137.0,53.0,73.0,Fuzzy,both
courtney lee,2225093.0,2012.0,660.0,88.0,159.0,64.0,58.0,Exact,both
bones hyland,2334245.0,2023.0,659.0,172.0,135.0,82.0,56.0,Exact,both
theo maledon,2437382.0,2021.0,658.0,227.0,211.0,141.0,65.0,Exact,both
chase budinger,725000.0,2010.0,657.0,88.0,220.0,48.0,74.0,Exact,both
chris douglasroberts,736420.0,2010.0,657.0,93.0,198.0,97.0,67.0,Exact,both
derrick jones,2790369.0,2024.0,657.0,75.0,250.0,65.0,76.0,Fuzzy,both
ed davis,981084.0,2015.0,656.0,94.0,600.0,58.0,79.0,Exact,both
kelly olynyk,2075760.0,2015.0,656.0,109.0,303.0,98.0,64.0,Exact,both
terrence williams,2060040.0,2010.0,656.0,223.0,348.0,124.0,78.0,Exact,both
josh hart,1655160.0,2020.0,656.0,108.0,425.0,75.0,65.0,Exact,both
ben mclemore,2763255.0,2022.0,655.0,59.0,103.0,55.0,64.0,Exact,both
dejounte murray,1312611.0,2018.0,654.0,231.0,459.0,134.0,81.0,Exact,both
brandon bass,770610.0,2008.0,654.0,58.0,347.0,82.0,79.0,Exact,both
tony delk,2700000.0,2003.0,654.0,146.0,232.0,69.0,67.0,Exact,both
santiago aldama,2259398.0,2024.0,654.0,138.0,352.0,69.0,61.0,Fuzzy,both
delon wright,2536898.0,2019.0,653.0,248.0,266.0,77.0,75.0,Exact,both
gerald henderson,2103840.0,2011.0,653.0,101.0,207.0,64.0,68.0,Exact,both
samuel dalembert,887000.0,2004.0,652.0,21.0,626.0,86.0,82.0,Exact,both
jason maxiell,1041360.0,2008.0,651.0,46.0,433.0,71.0,82.0,Exact,both
fred jones,2328843.0,2006.0,651.0,154.0,170.0,107.0,68.0,Exact,both
jerryd bayless,2292600.0,2011.0,651.0,266.0,165.0,127.0,71.0,Exact,both
rodney white,1821000.0,2003.0,650.0,121.0,213.0,156.0,72.0,Exact,both
wayne ellington,915243.0,2015.0,650.0,105.0,210.0,50.0,65.0,Exact,both
garrison mathews,2312695.0,2022.0,650.0,64.0,190.0,41.0,65.0,Exact,both
zach randolph,1096000.0,2003.0,650.0,41.0,343.0,62.0,77.0,Exact,both
john amaechi,598000.0,2001.0,650.0,74.0,268.0,124.0,82.0,Exact,both
herb jones,1892614.0,2023.0,649.0,162.0,269.0,88.0,66.0,Fuzzy,both
chris duhon,2800000.0,2006.0,647.0,373.0,220.0,117.0,74.0,Exact,both
keita batesdiop,1991984.0,2023.0,647.0,103.0,248.0,56.0,67.0,Exact,both
tyronn lue,1885000.0,2003.0,647.0,263.0,149.0,77.0,75.0,Exact,both
donte greene,870000.0,2010.0,647.0,71.0,234.0,93.0,76.0,Exact,both
jaden mcdaniels,2385868.0,2022.0,647.0,79.0,293.0,75.0,70.0,Exact,both
miles plumlee,1121520.0,2014.0,646.0,43.0,626.0,111.0,80.0,Exact,both
courtney lee,1176240.0,2009.0,646.0,91.0,178.0,69.0,77.0,Exact,both
aaron brooks,884293.0,2014.0,645.0,233.0,140.0,117.0,72.0,Exact,both
nate robinson,1185480.0,2007.0,645.0,90.0,152.0,72.0,64.0,Exact,both
travis outlaw,1836426.0,2007.0,645.0,52.0,217.0,66.0,67.0,Exact,both
gary neal,854389.0,2013.0,645.0,129.0,143.0,69.0,68.0,Exact,both
shabazz napier,2361360.0,2018.0,644.0,150.0,170.0,90.0,74.0,Exact,both
jarvis hayes,1910000.0,2009.0,644.0,54.0,267.0,49.0,74.0,Exact,both
jannero pargo,1830000.0,2008.0,644.0,192.0,130.0,93.0,80.0,Exact,both
eric bledsoe,2626473.0,2013.0,643.0,233.0,225.0,137.0,76.0,Exact,both
sebastian telfair,1676280.0,2006.0,643.0,247.0,120.0,115.0,68.0,Exact,both
eddie griffin,2011000.0,2002.0,642.0,53.0,416.0,47.0,73.0,Exact,both
brian cook,1038960.0,2006.0,642.0,74.0,274.0,61.0,81.0,Exact,both
reggie jackson,2204369.0,2015.0,641.0,214.0,201.0,91.0,50.0,Exact,both
gabe vincent,1925140.0,2023.0,641.0,167.0,145.0,92.0,68.0,Exact,both
andrei kirilenko,1672000.0,2005.0,640.0,132.0,255.0,90.0,41.0,Exact,both
keon clark,1379000.0,2001.0,640.0,72.0,434.0,90.0,81.0,Exact,both
nick young,1714800.0,2010.0,639.0,48.0,102.0,56.0,74.0,Exact,both
maurice evans,1620000.0,2007.0,638.0,74.0,221.0,57.0,76.0,Exact,both
evan fournier,1422720.0,2014.0,638.0,112.0,202.0,100.0,76.0,Exact,both
dejuan blair,850000.0,2010.0,638.0,65.0,526.0,112.0,82.0,Exact,both
jabari walker,1770967.0,2024.0,638.0,71.0,508.0,66.0,72.0,Exact,both
darius miller,2100000.0,2018.0,637.0,111.0,164.0,58.0,82.0,Exact,both
shake milton,2118156.0,2023.0,637.0,240.0,191.0,94.0,76.0,Exact,both
naz reid,2061329.0,2022.0,637.0,71.0,301.0,82.0,77.0,Exact,both
andrew bynum,2030280.0,2007.0,637.0,94.0,484.0,115.0,82.0,Exact,both
isaiah joe,2056583.0,2024.0,636.0,99.0,180.0,47.0,78.0,Exact,both
anthony morrow,1027424.0,2014.0,636.0,59.0,140.0,51.0,76.0,Exact,both
norman powell,874636.0,2017.0,636.0,82.0,169.0,70.0,76.0,Exact,both
steven adams,2279040.0,2016.0,636.0,62.0,533.0,84.0,80.0,Exact,both
goran dragic,1836000.0,2010.0,635.0,241.0,171.0,126.0,80.0,Exact,both
stephen jackson,316000.0,2001.0,635.0,140.0,208.0,130.0,77.0,Exact,both
bol bol,2332633.0,2023.0,634.0,69.0,405.0,112.0,70.0,Exact,both
aaron brooks,2016692.0,2011.0,634.0,233.0,78.0,99.0,59.0,Exact,both
speedy claxton,1667000.0,2004.0,634.0,267.0,156.0,102.0,60.0,Exact,both
marc jackson,316000.0,2001.0,633.0,59.0,361.0,93.0,48.0,Exact,both
maurice evans,1740000.0,2008.0,633.0,69.0,209.0,40.0,68.0,Exact,both
sasha vujacic,1756951.0,2008.0,632.0,72.0,154.0,52.0,72.0,Exact,both
trey burke,1795015.0,2019.0,631.0,159.0,99.0,49.0,58.0,Exact,both
jerryd bayless,2143080.0,2010.0,630.0,172.0,120.0,94.0,74.0,Exact,both
rodney rogers,2400000.0,2002.0,629.0,72.0,241.0,66.0,50.0,Exact,both
justin holiday,1015696.0,2017.0,629.0,102.0,225.0,66.0,82.0,Exact,both
shaun livingston,884293.0,2014.0,629.0,245.0,246.0,105.0,76.0,Exact,both
ime udoka,744551.0,2007.0,629.0,112.0,279.0,73.0,75.0,Exact,both
pat garrity,1019000.0,2001.0,628.0,51.0,210.0,68.0,76.0,Exact,both
will bynum,825497.0,2010.0,628.0,283.0,142.0,115.0,63.0,Exact,both
jae crowder,915243.0,2015.0,628.0,94.0,293.0,49.0,82.0,Exact,both
rashad mccants,1538400.0,2006.0,627.0,63.0,143.0,86.0,79.0,Exact,both
aaron holiday,2329200.0,2020.0,627.0,225.0,156.0,88.0,66.0,Exact,both
larry nance jr,2272391.0,2019.0,627.0,214.0,552.0,97.0,67.0,Exact,both
shammond williams,1987000.0,2003.0,627.0,266.0,171.0,114.0,78.0,Exact,both
hollis thompson,816482.0,2015.0,626.0,85.0,198.0,66.0,71.0,Exact,both
gary payton,719373.0,2006.0,626.0,257.0,233.0,102.0,81.0,Exact,both
andrew nembhard,2195252.0,2024.0,626.0,280.0,141.0,101.0,68.0,Exact,both
maurice harkless,1809840.0,2013.0,625.0,50.0,335.0,69.0,76.0,Exact,both
langston galloway,845059.0,2016.0,625.0,207.0,288.0,61.0,82.0,Exact,both
desmond bane,2359922.0,2021.0,625.0,118.0,210.0,59.0,68.0,Exact,both
malcolm brogdon,1544951.0,2018.0,625.0,152.0,156.0,66.0,48.0,Exact,both
ed davis,2207040.0,2013.0,623.0,63.0,460.0,63.0,81.0,Exact,both
bruce bowen,733000.0,2001.0,623.0,132.0,245.0,74.0,82.0,Exact,both
matt harpring,1244000.0,2001.0,623.0,102.0,242.0,90.0,56.0,Exact,both
michael carterwilliams,2399040.0,2016.0,623.0,281.0,276.0,153.0,54.0,Exact,both
keith bogans,869373.0,2006.0,622.0,128.0,255.0,90.0,72.0,Exact,both
david lee,926040.0,2007.0,621.0,104.0,602.0,92.0,58.0,Exact,both
damion lee,842327.0,2020.0,621.0,133.0,239.0,67.0,49.0,Exact,both
darren collison,1455960.0,2012.0,621.0,287.0,187.0,114.0,60.0,Exact,both
dion glover,2270000.0,2004.0,620.0,130.0,266.0,102.0,69.0,Exact,both
kyle lowry,2034996.0,2010.0,620.0,305.0,247.0,116.0,68.0,Exact,both
john salmons,1699001.0,2006.0,619.0,223.0,220.0,125.0,82.0,Exact,both
earl watson,2800000.0,2010.0,619.0,399.0,240.0,175.0,79.0,Exact,both
glenn robinson iii,1620564.0,2020.0,619.0,85.0,226.0,50.0,48.0,Exact,both
myles turner,2357760.0,2016.0,619.0,41.0,332.0,67.0,60.0,Exact,both
jerian grant,2639314.0,2018.0,619.0,342.0,171.0,89.0,74.0,Exact,both
amir coffey,663253.0,2022.0,619.0,124.0,197.0,45.0,69.0,Exact,both
andray blatche,2479339.0,2008.0,618.0,92.0,425.0,112.0,82.0,Exact,both
austin rivers,922943.0,2019.0,618.0,167.0,162.0,68.0,76.0,Exact,both
jodie meeks,1550000.0,2013.0,618.0,69.0,171.0,52.0,78.0,Exact,both
deshawn stevenson,1624000.0,2004.0,618.0,92.0,178.0,80.0,54.0,Exact,both
courtney alexander,1319000.0,2001.0,618.0,62.0,143.0,75.0,65.0,Exact,both
jj barea,1500000.0,2009.0,617.0,269.0,177.0,105.0,79.0,Exact,both
duop reath,2009198.0,2024.0,617.0,67.0,250.0,52.0,68.0,Exact,both
gerald green,947276.0,2016.0,616.0,56.0,163.0,46.0,69.0,Exact,both
jamaal tinsley,1554000.0,2005.0,616.0,257.0,160.0,134.0,40.0,Exact,both
sam cassell,199452.0,2008.0,616.0,214.0,136.0,97.0,55.0,Exact,both
malik beasley,2731714.0,2020.0,615.0,75.0,148.0,57.0,55.0,Exact,both
tyler hansbrough,2138040.0,2012.0,614.0,30.0,290.0,65.0,66.0,Exact,both
wayne ellington,2083042.0,2013.0,614.0,104.0,166.0,57.0,78.0,Exact,both
quentin richardson,1020000.0,2001.0,613.0,62.0,257.0,64.0,76.0,Exact,both
michael carterwilliams,2300040.0,2015.0,613.0,302.0,254.0,174.0,41.0,Exact,both
oshae brissett,1967632.0,2022.0,613.0,72.0,358.0,54.0,67.0,Exact,both
gary trent jr,2027733.0,2021.0,613.0,58.0,91.0,31.0,41.0,Exact,both
jordan poole,2514501.0,2021.0,612.0,99.0,92.0,51.0,51.0,Exact,both
devin brown,1592400.0,2006.0,611.0,104.0,207.0,99.0,81.0,Exact,both
dejuan blair,1054000.0,2012.0,611.0,78.0,351.0,92.0,64.0,Exact,both
donnell harvey,992000.0,2003.0,611.0,100.0,409.0,123.0,77.0,Exact,both
thaddeus young,1830720.0,2008.0,610.0,58.0,312.0,64.0,74.0,Exact,both
tyler zeller,1563120.0,2013.0,610.0,96.0,438.0,95.0,77.0,Exact,both
von wafer,797581.0,2009.0,610.0,71.0,113.0,59.0,63.0,Exact,both
brandon rush,1799160.0,2009.0,610.0,66.0,233.0,75.0,75.0,Exact,both
mitchell robinson,2083804.0,2022.0,610.0,38.0,617.0,60.0,72.0,Exact,both
omri casspi,1254480.0,2011.0,610.0,74.0,307.0,68.0,71.0,Exact,both
horace grant,2419000.0,2002.0,608.0,104.0,481.0,51.0,76.0,Exact,both
dorian finneysmith,1544951.0,2019.0,608.0,95.0,389.0,74.0,81.0,Exact,both
craig smith,412718.0,2007.0,608.0,49.0,416.0,74.0,82.0,Exact,both
marreese speights,1542600.0,2009.0,608.0,30.0,293.0,46.0,79.0,Exact,both
kelly olynyk,1986360.0,2014.0,607.0,109.0,365.0,106.0,70.0,Exact,both
brandon rush,2069040.0,2011.0,607.0,62.0,217.0,69.0,67.0,Exact,both
byron mullens,1288200.0,2012.0,606.0,57.0,327.0,74.0,65.0,Exact,both
frank kaminsky,2612520.0,2016.0,606.0,98.0,335.0,58.0,81.0,Exact,both
erick strickland,591000.0,2002.0,606.0,184.0,213.0,94.0,79.0,Exact,both
drew gooden,1410441.0,2009.0,605.0,48.0,362.0,76.0,51.0,Exact,both
beno udrih,2077000.0,2015.0,605.0,220.0,143.0,89.0,79.0,Exact,both
daniel gibson,687456.0,2008.0,605.0,145.0,134.0,76.0,58.0,Exact,both
cam thomas,2267065.0,2023.0,604.0,78.0,95.0,63.0,57.0,Exact,both
hamidou diallo,2027733.0,2021.0,604.0,101.0,272.0,76.0,52.0,Exact,both
sasha pavlovic,1962206.0,2007.0,604.0,105.0,158.0,102.0,67.0,Exact,both
todd macculloch,550000.0,2002.0,604.0,78.0,378.0,66.0,62.0,Exact,both
george mccloud,2400000.0,2002.0,604.0,204.0,251.0,144.0,69.0,Exact,both
damion lee,2261889.0,2023.0,604.0,99.0,225.0,78.0,74.0,Exact,both
speedy claxton,2390000.0,2005.0,604.0,286.0,153.0,92.0,46.0,Exact,both
devean george,2244000.0,2004.0,604.0,112.0,332.0,88.0,82.0,Exact,both
tobias harris,1545840.0,2013.0,603.0,69.0,287.0,66.0,55.0,Exact,both
danny green,854389.0,2012.0,603.0,86.0,228.0,67.0,66.0,Exact,both
serge ibaka,1288200.0,2012.0,603.0,28.0,498.0,79.0,66.0,Exact,both
danny manning,1200000.0,2001.0,603.0,92.0,214.0,96.0,82.0,Exact,both
dermarr johnson,2265000.0,2002.0,602.0,81.0,247.0,102.0,72.0,Exact,both
jerryd bayless,2292600.0,2011.0,601.0,238.0,150.0,110.0,60.0,Exact,both
earl boykins,700000.0,2003.0,600.0,221.0,88.0,73.0,68.0,Exact,both
moritz wagner,1991984.0,2023.0,600.0,84.0,259.0,68.0,57.0,Exact,both
chandler parsons,850000.0,2012.0,599.0,134.0,300.0,81.0,63.0,Exact,both
linas kleiza,845360.0,2007.0,598.0,45.0,266.0,79.0,79.0,Exact,both
mason plumlee,2328530.0,2017.0,597.0,214.0,432.0,88.0,54.0,Exact,both
tony delk,2475000.0,2002.0,597.0,132.0,203.0,59.0,63.0,Exact,both
joey graham,2449184.0,2009.0,597.0,48.0,292.0,74.0,78.0,Exact,both
marcus morris sr,1987320.0,2013.0,596.0,62.0,277.0,77.0,77.0,Exact,both
austin rivers,2147317.0,2020.0,596.0,113.0,175.0,50.0,68.0,Exact,both
antonio mcdyess,600532.0,2009.0,596.0,83.0,607.0,51.0,62.0,Exact,both
othella harrington,2475000.0,2002.0,596.0,37.0,349.0,95.0,77.0,Exact,both
jj barea,1657500.0,2010.0,596.0,258.0,146.0,102.0,78.0,Exact,both
jalen mcdaniels,2047077.0,2023.0,595.0,111.0,270.0,80.0,56.0,Exact,both
sam young,824200.0,2010.0,595.0,52.0,201.0,94.0,80.0,Exact,both
anthony parker,2644231.0,2010.0,595.0,157.0,231.0,71.0,81.0,Exact,both
matt carroll,1100000.0,2006.0,594.0,35.0,157.0,48.0,78.0,Exact,both
luc mbah a moute,757000.0,2009.0,594.0,87.0,487.0,100.0,82.0,Exact,both
omri casspi,915243.0,2015.0,593.0,102.0,260.0,88.0,67.0,Exact,both
aaron williams,2475000.0,2002.0,592.0,77.0,339.0,79.0,82.0,Exact,both
doug mcdermott,2483040.0,2017.0,592.0,58.0,179.0,38.0,66.0,Exact,both
maurice harkless,1809840.0,2014.0,592.0,80.0,264.0,86.0,80.0,Exact,both
jordan farmar,1947240.0,2010.0,591.0,127.0,131.0,72.0,82.0,Exact,both
gabe vincent,1930149.0,2022.0,591.0,210.0,126.0,98.0,68.0,Exact,both
rodney buford,540000.0,2002.0,591.0,71.0,272.0,63.0,63.0,Exact,both
mitchell robinson,1599712.0,2020.0,590.0,36.0,428.0,37.0,61.0,Exact,both
marcus thornton,200600.0,2016.0,590.0,84.0,150.0,51.0,61.0,Exact,both
salim stoudamire,675000.0,2006.0,589.0,75.0,116.0,82.0,61.0,Exact,both
pascal siakam,1544951.0,2018.0,589.0,159.0,364.0,67.0,81.0,Exact,both
jim jackson,480000.0,2002.0,589.0,140.0,290.0,106.0,55.0,Exact,both
greivis vasquez,1113600.0,2012.0,589.0,359.0,173.0,148.0,66.0,Exact,both
samuel dalembert,1600000.0,2005.0,589.0,35.0,542.0,114.0,72.0,Exact,both
kareem rush,770610.0,2008.0,588.0,89.0,168.0,62.0,71.0,Exact,both
etwaun moore,884293.0,2013.0,588.0,206.0,167.0,105.0,75.0,Exact,both
danny granger,1318920.0,2006.0,587.0,90.0,384.0,80.0,78.0,Exact,both
jarrett allen,2034120.0,2018.0,587.0,49.0,388.0,82.0,72.0,Exact,both
josh christopher,2612466.0,2022.0,587.0,150.0,186.0,114.0,74.0,Exact,both
willy hernangomez,1350000.0,2017.0,587.0,96.0,502.0,100.0,72.0,Exact,both
jrue holiday,1514280.0,2010.0,587.0,280.0,191.0,156.0,73.0,Exact,both
caron butler,244489.0,2014.0,587.0,82.0,229.0,60.0,56.0,Exact,both
andrew nicholson,1482000.0,2013.0,587.0,44.0,258.0,79.0,75.0,Exact,both
wayne ellington,1500000.0,2016.0,586.0,83.0,174.0,45.0,76.0,Exact,both
marcus sasser,2701998.0,2024.0,586.0,236.0,125.0,90.0,71.0,Exact,both
devin brown,1200000.0,2008.0,586.0,175.0,263.0,99.0,78.0,Exact,both
henry sims,915243.0,2015.0,586.0,79.0,359.0,99.0,73.0,Exact,both
al harrington,797000.0,2001.0,586.0,130.0,381.0,148.0,78.0,Exact,both
talen hortontucker,1849950.0,2021.0,585.0,181.0,169.0,105.0,65.0,Exact,both
craig smith,2300000.0,2010.0,585.0,84.0,287.0,88.0,75.0,Exact,both
jarvis hayes,2564127.0,2007.0,585.0,80.0,210.0,56.0,81.0,Exact,both
kyle anderson,2151704.0,2018.0,585.0,202.0,396.0,94.0,74.0,Exact,both
eddie house,1500000.0,2008.0,584.0,152.0,167.0,76.0,78.0,Exact,both
terrence jones,980431.0,2017.0,584.0,59.0,303.0,48.0,51.0,Exact,both
kyle lowry,1163520.0,2009.0,584.0,275.0,189.0,117.0,77.0,Exact,both
terrence jones,980431.0,2017.0,584.0,59.0,306.0,48.0,54.0,Exact,both
justin jackson,2807880.0,2019.0,583.0,96.0,212.0,29.0,81.0,Exact,both
bruce bowen,824000.0,2003.0,583.0,113.0,239.0,72.0,82.0,Exact,both
dahntay jones,1886113.0,2007.0,583.0,68.0,153.0,92.0,78.0,Exact,both
matt bonner,2000000.0,2006.0,583.0,56.0,284.0,32.0,78.0,Exact,both
chuck hayes,1972500.0,2011.0,582.0,202.0,599.0,86.0,74.0,Exact,both
greivis vasquez,2150188.0,2014.0,582.0,228.0,139.0,101.0,61.0,Exact,both
garrett temple,1100602.0,2016.0,582.0,140.0,212.0,64.0,80.0,Exact,both
joe ingles,2150000.0,2017.0,581.0,225.0,261.0,107.0,82.0,Exact,both
devean george,834000.0,2002.0,581.0,111.0,303.0,66.0,82.0,Exact,both
seth curry,2795000.0,2019.0,581.0,66.0,120.0,61.0,74.0,Exact,both
joe johnson,1608000.0,2002.0,581.0,179.0,257.0,71.0,77.0,Exact,both
jonathan bender,2546000.0,2002.0,581.0,62.0,244.0,96.0,78.0,Exact,both
andre drummond,2777011.0,2022.0,580.0,131.0,680.0,115.0,73.0,Exact,both
jj barea,909859.0,2015.0,580.0,263.0,134.0,70.0,77.0,Exact,both
rasual butler,915243.0,2015.0,580.0,63.0,197.0,48.0,75.0,Exact,both
landry fields,762195.0,2012.0,580.0,169.0,278.0,102.0,66.0,Exact,both
anfernee simons,2149560.0,2020.0,579.0,97.0,152.0,61.0,70.0,Exact,both
mike miller,884293.0,2014.0,579.0,130.0,207.0,77.0,82.0,Exact,both
thomas bryant,2086832.0,2023.0,579.0,31.0,339.0,38.0,59.0,Exact,both
marcus banks,1724280.0,2006.0,578.0,220.0,135.0,119.0,58.0,Exact,both
jamychal green,845059.0,2016.0,578.0,67.0,373.0,83.0,78.0,Exact,both
shabazz napier,1845301.0,2020.0,578.0,262.0,158.0,128.0,56.0,Exact,both
jamario moon,711517.0,2009.0,577.0,95.0,365.0,43.0,80.0,Exact,both
david lee,1551659.0,2017.0,576.0,124.0,441.0,82.0,79.0,Exact,both
al harrington,1436000.0,2002.0,576.0,54.0,276.0,78.0,44.0,Exact,both
manu ginobili,2500000.0,2018.0,576.0,163.0,142.0,105.0,65.0,Exact,both
wesley matthews,512746.0,2019.0,575.0,100.0,102.0,58.0,44.0,Exact,both
josh boone,1133040.0,2008.0,575.0,55.0,509.0,68.0,70.0,Exact,both
martell webster,2780160.0,2007.0,574.0,52.0,240.0,76.0,82.0,Exact,both
marcus thornton,762195.0,2011.0,574.0,92.0,127.0,56.0,27.0,Exact,both
maurice evans,2500000.0,2009.0,574.0,54.0,243.0,43.0,80.0,Exact,both
tracy mcgrady,854389.0,2011.0,574.0,252.0,251.0,102.0,72.0,Exact,both
bruce brown,2027733.0,2021.0,573.0,104.0,349.0,54.0,65.0,Exact,both
terry porter,2200000.0,2001.0,573.0,251.0,201.0,104.0,80.0,Exact,both
norris cole,2038206.0,2015.0,573.0,255.0,159.0,99.0,75.0,Exact,both
othella harrington,2700000.0,2003.0,573.0,62.0,476.0,90.0,74.0,Exact,both
larry nance jr,2272391.0,2018.0,573.0,82.0,452.0,51.0,66.0,Exact,both
patrick beverley,788872.0,2014.0,573.0,151.0,196.0,66.0,56.0,Exact,both
richaun holmes,1600520.0,2019.0,572.0,60.0,331.0,52.0,70.0,Exact,both
sam young,886000.0,2011.0,572.0,71.0,187.0,61.0,78.0,Exact,both
