Player,Salary,Season,PTS,AST,REB,TOV,GP,IntegrationMethod,Source
doug christie,7500000.0,2006.0,26.0,14.0,13.0,6.0,7.0,Exact,both
jaesean tate,7491164.0,2023.0,283.0,84.0,118.0,47.0,31.0,Exact,both
darrell arthur,7464912.0,2018.0,54.0,9.0,15.0,15.0,19.0,Exact,both
anthony black,7460771.0,2024.0,316.0,91.0,139.0,56.0,69.0,Exact,both
jarrett culver,7439233.0,2021.0,180.0,24.0,104.0,28.0,34.0,Exact,both
cody martin,7422016.0,2023.0,35.0,11.0,24.0,2.0,7.0,Exact,both
channing frye,7420912.0,2018.0,264.0,38.0,135.0,21.0,53.0,Exact,both
channing frye,7420912.0,2018.0,52.0,10.0,25.0,4.0,9.0,Exact,both
channing frye,7420912.0,2018.0,212.0,28.0,110.0,17.0,44.0,Exact,both
jarrett culver,7395027.0,2022.0,130.0,33.0,48.0,20.0,37.0,Exact,both
beno udrih,7372000.0,2013.0,263.0,138.0,78.0,53.0,39.0,Exact,both
beno udrih,7372000.0,2013.0,275.0,164.0,63.0,55.0,27.0,Exact,both
shane battier,7354500.0,2011.0,115.0,32.0,92.0,16.0,23.0,Exact,both
khem birch,7342806.0,2022.0,247.0,56.0,239.0,29.0,55.0,Exact,both
collin sexton,7342426.0,2022.0,176.0,23.0,36.0,31.0,11.0,Exact,both
tyrus thomas,7305785.0,2012.0,304.0,35.0,200.0,53.0,54.0,Exact,both
shandon anderson,7300000.0,2005.0,255.0,70.0,190.0,49.0,65.0,Exact,both
shandon anderson,7300000.0,2005.0,255.0,70.0,191.0,50.0,66.0,Exact,both
shandon anderson,7300000.0,2005.0,0.0,0.0,1.0,1.0,1.0,Exact,both
austin croshere,7300000.0,2007.0,227.0,44.0,186.0,33.0,61.0,Exact,both
cole aldrich,7300000.0,2018.0,12.0,3.0,15.0,1.0,21.0,Exact,both
anderson varejao,7281818.0,2011.0,282.0,45.0,301.0,40.0,31.0,Exact,both
dan gadzuric,7248325.0,2011.0,118.0,14.0,135.0,29.0,42.0,Exact,both
dan gadzuric,7248325.0,2011.0,79.0,11.0,86.0,21.0,28.0,Exact,both
dan gadzuric,7248325.0,2011.0,39.0,3.0,49.0,8.0,14.0,Exact,both
jaxson hayes,7213152.0,2023.0,233.0,34.0,132.0,31.0,47.0,Exact,both
jaesean tate,7207997.0,2024.0,265.0,64.0,197.0,37.0,65.0,Exact,both
jonathan bender,7175000.0,2006.0,10.0,2.0,4.0,0.0,2.0,Exact,both
ron mercer,7169000.0,2004.0,195.0,22.0,49.0,26.0,39.0,Exact,both
james posey,7148800.0,2011.0,240.0,34.0,147.0,24.0,49.0,Exact,both
al harrington,7148600.0,2013.0,51.0,10.0,27.0,7.0,10.0,Exact,both
lance thomas,7119650.0,2018.0,298.0,44.0,175.0,41.0,73.0,Exact,both
lance thomas,7119650.0,2019.0,205.0,27.0,117.0,24.0,46.0,Exact,both
lance thomas,7119650.0,2020.0,24.0,6.0,13.0,6.0,7.0,Exact,both
malik rose,7101250.0,2008.0,171.0,28.0,103.0,40.0,49.0,Exact,both
onyeka okongwu,7085033.0,2021.0,228.0,18.0,163.0,29.0,50.0,Exact,both
khem birch,7069470.0,2023.0,43.0,7.0,25.0,8.0,20.0,Exact,both
josh jackson,7059480.0,2020.0,198.0,35.0,66.0,28.0,22.0,Exact,both
boban marjanovic,7000000.0,2018.0,235.0,22.0,144.0,36.0,39.0,Fuzzy,both
boban marjanovic,7000000.0,2019.0,180.0,32.0,113.0,22.0,22.0,Fuzzy,both
boban marjanovic,7000000.0,2018.0,117.0,8.0,87.0,14.0,20.0,Fuzzy,both
boban marjanovic,7000000.0,2019.0,242.0,22.0,152.0,37.0,36.0,Fuzzy,both
boban marjanovic,7000000.0,2018.0,118.0,14.0,57.0,22.0,19.0,Fuzzy,both
raymond felton,7000000.0,2011.0,241.0,137.0,75.0,45.0,21.0,Exact,both
boban marjanovic,7000000.0,2017.0,191.0,9.0,130.0,10.0,35.0,Fuzzy,both
rodney stuckey,7000000.0,2017.0,281.0,84.0,84.0,53.0,39.0,Exact,both
jerry stackhouse,7000000.0,2009.0,42.0,12.0,17.0,9.0,10.0,Exact,both
malik rose,6979147.0,2006.0,318.0,67.0,259.0,80.0,72.0,Exact,both
austin croshere,6960000.0,2003.0,252.0,56.0,155.0,28.0,49.0,Exact,both
justin holiday,6945508.0,2022.0,208.0,38.0,55.0,21.0,25.0,Exact,both
greg ostertag,6933000.0,2002.0,245.0,50.0,313.0,51.0,74.0,Exact,both
dennis smith,6930304.0,2021.0,145.0,74.0,53.0,25.0,20.0,Fuzzy,both
dennis smith,6930304.0,2021.0,154.0,77.0,55.0,26.0,23.0,Fuzzy,both
dennis smith,6930304.0,2021.0,9.0,3.0,2.0,1.0,3.0,Fuzzy,both
desagana diop,6925400.0,2012.0,31.0,23.0,85.0,19.0,27.0,Exact,both
howard eisley,6906000.0,2006.0,101.0,69.0,33.0,21.0,32.0,Exact,both
howard eisley,6906000.0,2006.0,9.0,25.0,14.0,3.0,13.0,Exact,both
howard eisley,6906000.0,2006.0,92.0,44.0,19.0,18.0,19.0,Exact,both
brendan haywood,6900000.0,2011.0,320.0,19.0,376.0,51.0,72.0,Exact,both
nazr mohammed,6883800.0,2011.0,165.0,6.0,116.0,19.0,24.0,Exact,both
doug christie,6875000.0,2005.0,226.0,153.0,123.0,68.0,31.0,Exact,both
doug christie,6875000.0,2005.0,119.0,46.0,54.0,36.0,21.0,Exact,both
joe ingles,6869606.0,2023.0,317.0,150.0,128.0,55.0,46.0,Exact,both
avery bradley,6867326.0,2021.0,88.0,32.0,39.0,19.0,17.0,Exact,both
avery bradley,6867326.0,2021.0,173.0,46.0,57.0,28.0,27.0,Exact,both
avery bradley,6867326.0,2021.0,85.0,14.0,18.0,9.0,10.0,Exact,both
etan thomas,6864200.0,2009.0,80.0,6.0,66.0,18.0,26.0,Exact,both
joel przybilla,6857725.0,2010.0,123.0,8.0,238.0,39.0,30.0,Exact,both
speedy claxton,6854546.0,2007.0,221.0,185.0,81.0,75.0,42.0,Exact,both
metta world peace,6842105.0,2006.0,310.0,35.0,78.0,43.0,16.0,Exact,both
dennis schroeder,6810886.0,2022.0,163.0,88.0,50.0,39.0,15.0,Fuzzy,both
joe smith,6807000.0,2007.0,56.0,3.0,40.0,13.0,11.0,Exact,both
jae crowder,6796117.0,2018.0,319.0,41.0,102.0,32.0,27.0,Exact,both
kevin knox,6759982.0,2022.0,46.0,7.0,22.0,2.0,17.0,Fuzzy,both
kevin knox,6759982.0,2022.0,93.0,10.0,44.0,7.0,30.0,Fuzzy,both
kevin knox,6759982.0,2022.0,47.0,3.0,22.0,5.0,13.0,Fuzzy,both
chris wilcox,6750000.0,2009.0,135.0,14.0,82.0,20.0,25.0,Exact,both
marcus camby,6750000.0,2003.0,221.0,47.0,208.0,27.0,29.0,Exact,both
kwame brown,6750000.0,2012.0,57.0,4.0,57.0,14.0,9.0,Exact,both
chris wilcox,6750000.0,2009.0,312.0,33.0,195.0,55.0,37.0,Exact,both
dan gadzuric,6749260.0,2010.0,88.0,12.0,92.0,15.0,32.0,Exact,both
eric snow,6703125.0,2008.0,22.0,42.0,20.0,10.0,22.0,Exact,both
trey lyles,6702802.0,2021.0,115.0,14.0,86.0,6.0,23.0,Exact,both
samuel dalembert,6698565.0,2013.0,313.0,21.0,276.0,51.0,47.0,Exact,both
kendrick perkins,6696720.0,2011.0,87.0,16.0,135.0,31.0,17.0,Exact,both
kendrick perkins,6696720.0,2011.0,87.0,10.0,97.0,25.0,12.0,Exact,both
kendrick perkins,6696720.0,2011.0,174.0,26.0,232.0,56.0,29.0,Exact,both
drew gooden,6687400.0,2013.0,52.0,6.0,31.0,9.0,16.0,Exact,both
evan turner,6679867.0,2014.0,192.0,64.0,86.0,34.0,27.0,Exact,both
ed davis,6666667.0,2017.0,200.0,26.0,244.0,37.0,46.0,Exact,both
morris peterson,6665000.0,2011.0,4.0,1.0,3.0,0.0,4.0,Exact,both
jeff foster,6655000.0,2011.0,187.0,46.0,350.0,26.0,56.0,Exact,both
andres nocioni,6650000.0,2012.0,17.0,1.0,14.0,5.0,11.0,Exact,both
jason kapono,6641440.0,2011.0,16.0,4.0,11.0,2.0,24.0,Exact,both
rui hachimura,6640783.0,2023.0,317.0,23.0,155.0,17.0,33.0,Exact,both
wendell carter,6640454.0,2021.0,258.0,35.0,193.0,29.0,22.0,Fuzzy,both
tony battie,6606600.0,2010.0,36.0,3.0,23.0,3.0,15.0,Exact,both
jason richardson,6601125.0,2015.0,172.0,38.0,66.0,16.0,19.0,Exact,both
greivis vasquez,6600000.0,2016.0,130.0,91.0,47.0,40.0,23.0,Exact,both
tyrone hill,6600000.0,2003.0,109.0,9.0,124.0,16.0,24.0,Exact,both
tyrone hill,6600000.0,2003.0,312.0,41.0,391.0,68.0,56.0,Exact,both
tyrone hill,6600000.0,2003.0,203.0,32.0,267.0,52.0,32.0,Exact,both
tyrone hill,6600000.0,2002.0,209.0,23.0,274.0,48.0,26.0,Exact,both
danny fortson,6596990.0,2007.0,40.0,1.0,43.0,15.0,14.0,Exact,both
marko jaric,6575000.0,2009.0,136.0,74.0,65.0,49.0,53.0,Exact,both
rudy gay,6557351.0,2023.0,293.0,57.0,163.0,37.0,56.0,Exact,both
bo outlaw,6555000.0,2002.0,34.0,5.0,29.0,11.0,10.0,Exact,both
charles oakley,6545000.0,2002.0,216.0,114.0,343.0,87.0,57.0,Exact,both
sasha vezenkov,6529894.0,2024.0,225.0,19.0,96.0,12.0,42.0,Exact,both
jr smith,6515510.0,2015.0,261.0,81.0,58.0,45.0,24.0,Exact,both
jabari parker,6500000.0,2020.0,51.0,10.0,23.0,4.0,6.0,Exact,both
alan henderson,6500000.0,2002.0,143.0,11.0,97.0,21.0,26.0,Exact,both
josh childress,6500000.0,2011.0,272.0,42.0,155.0,44.0,54.0,Exact,both
carl landry,6500000.0,2014.0,76.0,5.0,57.0,9.0,18.0,Exact,both
josh childress,6500000.0,2012.0,100.0,34.0,95.0,9.0,34.0,Exact,both
otto porter,6487198.0,2024.0,39.0,8.0,29.0,2.0,15.0,Fuzzy,both
desagana diop,6478600.0,2011.0,20.0,7.0,40.0,11.0,16.0,Exact,both
killian hayes,6467741.0,2021.0,176.0,138.0,69.0,83.0,26.0,Exact,both
vladimir radmanovic,6466600.0,2010.0,256.0,45.0,178.0,44.0,41.0,Exact,both
jared jeffries,6466600.0,2010.0,284.0,83.0,223.0,62.0,52.0,Exact,both
jared jeffries,6466600.0,2010.0,88.0,18.0,65.0,14.0,18.0,Exact,both
mike james,6466600.0,2010.0,18.0,5.0,3.0,5.0,4.0,Exact,both
vladimir radmanovic,6466600.0,2010.0,39.0,7.0,29.0,5.0,8.0,Exact,both
vladimir radmanovic,6466600.0,2010.0,217.0,38.0,149.0,39.0,33.0,Exact,both
drew gooden,6453416.0,2008.0,252.0,31.0,167.0,31.0,18.0,Exact,both
andray blatche,6442083.0,2012.0,221.0,28.0,150.0,37.0,26.0,Exact,both
nassir little,6435712.0,2024.0,152.0,21.0,75.0,14.0,45.0,Exact,both
bismack biyombo,6378124.0,2024.0,18.0,2.0,18.0,4.0,10.0,Exact,both
bismack biyombo,6378124.0,2024.0,174.0,53.0,209.0,42.0,40.0,Exact,both
bismack biyombo,6378124.0,2024.0,156.0,51.0,191.0,38.0,30.0,Exact,both
otto porter,6361728.0,2023.0,44.0,8.0,19.0,4.0,8.0,Fuzzy,both
justin holiday,6348977.0,2023.0,205.0,41.0,55.0,22.0,46.0,Exact,both
justin holiday,6348977.0,2023.0,79.0,16.0,32.0,10.0,18.0,Exact,both
justin holiday,6348977.0,2023.0,126.0,25.0,23.0,12.0,28.0,Exact,both
spencer hawes,6348759.0,2017.0,254.0,62.0,146.0,40.0,35.0,Exact,both
spencer hawes,6348759.0,2017.0,83.0,19.0,45.0,9.0,19.0,Exact,both
michael kiddgilchrist,6331404.0,2016.0,89.0,9.0,45.0,8.0,7.0,Exact,both
rodney mcgruder,6327820.0,2021.0,91.0,16.0,22.0,7.0,16.0,Exact,both
marcin gortat,6322320.0,2011.0,100.0,17.0,118.0,17.0,25.0,Exact,both
cam reddish,6313436.0,2023.0,219.0,37.0,57.0,32.0,20.0,Exact,both
cam reddish,6313436.0,2023.0,168.0,20.0,31.0,15.0,20.0,Exact,both
brian cardinal,6300000.0,2009.0,190.0,76.0,142.0,48.0,64.0,Exact,both
alvin williams,6300000.0,2006.0,1.0,0.0,3.0,0.0,1.0,Exact,both
milos teodosic,6300000.0,2019.0,48.0,32.0,16.0,21.0,15.0,Exact,both
scot pollard,6274935.0,2006.0,169.0,24.0,218.0,26.0,45.0,Exact,both
nazr mohammed,6270000.0,2005.0,142.0,8.0,147.0,27.0,23.0,Exact,both
jodie meeks,6270000.0,2016.0,22.0,3.0,5.0,1.0,3.0,Exact,both
isaiah thomas,6261395.0,2018.0,265.0,85.0,36.0,54.0,17.0,Exact,both
isaiah thomas,6261395.0,2018.0,221.0,68.0,31.0,41.0,15.0,Exact,both
dan gadzuric,6250195.0,2009.0,271.0,39.0,255.0,41.0,67.0,Exact,both
landry fields,6250000.0,2014.0,68.0,20.0,59.0,11.0,30.0,Exact,both
marcus camby,6250000.0,2002.0,322.0,33.0,322.0,42.0,29.0,Exact,both
landry fields,6250000.0,2013.0,240.0,60.0,208.0,42.0,51.0,Exact,both
landry fields,6250000.0,2015.0,46.0,15.0,26.0,8.0,26.0,Exact,both
mike james,6244093.0,2009.0,20.0,8.0,7.0,3.0,8.0,Exact,both
cameron johnson,6242868.0,2023.0,236.0,26.0,65.0,10.0,17.0,Exact,both
jarace walker,6239510.0,2024.0,120.0,40.0,63.0,17.0,33.0,Exact,both
justin jackson,6227070.0,2021.0,236.0,51.0,71.0,31.0,33.0,Exact,both
justin jackson,6227070.0,2021.0,9.0,1.0,6.0,1.0,1.0,Exact,both
justin jackson,6227070.0,2021.0,245.0,52.0,77.0,32.0,34.0,Exact,both
jermaine oneal,6226200.0,2012.0,125.0,10.0,135.0,21.0,25.0,Exact,both
jason kapono,6212960.0,2010.0,324.0,39.0,66.0,34.0,57.0,Exact,both
danny fortson,6207670.0,2006.0,87.0,2.0,78.0,26.0,23.0,Exact,both
ricky rubio,6206564.0,2023.0,171.0,115.0,70.0,31.0,33.0,Exact,both
jerome james,6200000.0,2009.0,6.0,0.0,3.0,1.0,2.0,Exact,both
jason collins,6200000.0,2009.0,57.0,11.0,70.0,12.0,31.0,Exact,both
antonio daniels,6200000.0,2009.0,234.0,130.0,55.0,49.0,61.0,Exact,both
chris dudley,6200000.0,2001.0,72.0,18.0,183.0,26.0,53.0,Exact,both
mike miller,6200000.0,2013.0,281.0,99.0,157.0,35.0,59.0,Exact,both
antonio daniels,6200000.0,2009.0,300.0,177.0,77.0,62.0,74.0,Exact,both
antonio daniels,6200000.0,2009.0,66.0,47.0,22.0,13.0,13.0,Exact,both
vitaly potapenko,6191000.0,2005.0,117.0,9.0,78.0,12.0,33.0,Exact,both
lance thomas,6191000.0,2017.0,275.0,35.0,142.0,25.0,46.0,Exact,both
bob sura,6166000.0,2004.0,199.0,89.0,103.0,39.0,53.0,Exact,both
kris dunn,6148796.0,2022.0,106.0,79.0,49.0,32.0,14.0,Exact,both
wesley johnson,6134520.0,2019.0,95.0,16.0,54.0,12.0,26.0,Exact,both
wesley johnson,6134520.0,2019.0,128.0,23.0,72.0,18.0,38.0,Exact,both
wesley johnson,6134520.0,2019.0,33.0,7.0,18.0,6.0,12.0,Exact,both
jason collins,6100000.0,2008.0,60.0,19.0,89.0,23.0,43.0,Exact,both
francisco garcia,6100000.0,2013.0,115.0,20.0,23.0,12.0,18.0,Exact,both
jason collins,6100000.0,2008.0,80.0,6.0,89.0,25.0,31.0,Exact,both
francisco garcia,6100000.0,2012.0,234.0,31.0,99.0,22.0,49.0,Exact,both
jason collins,6100000.0,2008.0,140.0,25.0,178.0,48.0,74.0,Exact,both
francisco garcia,6100000.0,2013.0,321.0,63.0,91.0,32.0,58.0,Exact,both
francisco garcia,6100000.0,2013.0,206.0,43.0,68.0,20.0,40.0,Exact,both
mike scott,6099977.0,2021.0,213.0,40.0,120.0,19.0,51.0,Exact,both
ed davis,6099977.0,2021.0,48.0,21.0,115.0,7.0,23.0,Exact,both
daniel theis,6093457.0,2021.0,230.0,41.0,136.0,25.0,23.0,Exact,both
nerlens noel,6093457.0,2021.0,324.0,46.0,407.0,65.0,64.0,Exact,both
luke walton,6091363.0,2013.0,172.0,166.0,145.0,60.0,50.0,Exact,both
andrew nicholson,6088993.0,2017.0,70.0,7.0,34.0,11.0,28.0,Exact,both
andrew nicholson,6088993.0,2017.0,30.0,3.0,27.0,6.0,10.0,Exact,both
andrew nicholson,6088993.0,2017.0,100.0,10.0,61.0,17.0,38.0,Exact,both
michael porter,6080925.0,2022.0,89.0,17.0,59.0,12.0,9.0,Fuzzy,both
christian laettner,6078000.0,2005.0,260.0,41.0,131.0,29.0,49.0,Exact,both
jeff foster,6077500.0,2010.0,49.0,21.0,81.0,14.0,16.0,Exact,both
ron mercer,6066000.0,2002.0,62.0,10.0,23.0,9.0,13.0,Exact,both
jared jeffries,6049400.0,2009.0,296.0,80.0,231.0,65.0,56.0,Exact,both
vladimir radmanovic,6049400.0,2009.0,273.0,38.0,117.0,47.0,46.0,Exact,both
tim thomas,6049400.0,2009.0,105.0,12.0,42.0,10.0,18.0,Exact,both
tim thomas,6049400.0,2009.0,95.0,10.0,46.0,14.0,10.0,Exact,both
vladimir radmanovic,6049400.0,2009.0,267.0,43.0,105.0,51.0,32.0,Exact,both
nazr mohammed,6049400.0,2009.0,104.0,8.0,79.0,23.0,39.0,Exact,both
desagana diop,6031800.0,2010.0,32.0,5.0,65.0,12.0,27.0,Exact,both
charlie ward,6030000.0,2004.0,305.0,170.0,96.0,69.0,35.0,Exact,both
charlie ward,6030000.0,2004.0,119.0,45.0,48.0,27.0,36.0,Exact,both
josh mcroberts,6021175.0,2018.0,0.0,0.0,0.0,0.0,2.0,Exact,both
derrick mckey,6000000.0,2002.0,119.0,45.0,127.0,22.0,41.0,Exact,both
ramon sessions,6000000.0,2017.0,312.0,129.0,73.0,46.0,50.0,Exact,both
jonathon simmons,6000000.0,2019.0,283.0,95.0,100.0,56.0,41.0,Exact,both
jonathon simmons,6000000.0,2019.0,83.0,33.0,26.0,12.0,15.0,Exact,both
brendan haywood,6000000.0,2010.0,226.0,25.0,208.0,32.0,28.0,Exact,both
matt harpring,6000000.0,2009.0,277.0,28.0,123.0,29.0,63.0,Exact,both
corliss williamson,6000000.0,2006.0,126.0,14.0,67.0,30.0,37.0,Exact,both
chris mills,6000000.0,2003.0,101.0,22.0,50.0,10.0,21.0,Exact,both
alan williams,6000000.0,2018.0,20.0,8.0,22.0,7.0,5.0,Exact,both
troy brown,5978968.0,2022.0,283.0,66.0,203.0,26.0,66.0,Fuzzy,both
romeo langford,5973935.0,2023.0,297.0,50.0,114.0,30.0,43.0,Exact,both
luke walton,5971363.0,2012.0,55.0,35.0,49.0,27.0,30.0,Exact,both
luke walton,5971363.0,2012.0,12.0,5.0,14.0,2.0,9.0,Exact,both
luke walton,5971363.0,2012.0,43.0,30.0,35.0,25.0,21.0,Exact,both
chuck hayes,5958750.0,2015.0,50.0,20.0,51.0,8.0,29.0,Exact,both
obi toppin,5925326.0,2021.0,253.0,29.0,138.0,23.0,62.0,Exact,both
michael olowokandi,5900400.0,2006.0,45.0,6.0,41.0,14.0,16.0,Exact,both
michael olowokandi,5900400.0,2006.0,193.0,17.0,179.0,41.0,32.0,Exact,both
michael olowokandi,5900400.0,2006.0,238.0,23.0,220.0,55.0,48.0,Exact,both
calvin booth,5900000.0,2005.0,124.0,8.0,107.0,16.0,51.0,Exact,both
calvin booth,5900000.0,2005.0,82.0,4.0,58.0,8.0,34.0,Exact,both
calvin booth,5900000.0,2005.0,42.0,4.0,49.0,8.0,17.0,Exact,both
clarence weatherspoon,5899000.0,2005.0,123.0,17.0,122.0,15.0,40.0,Fuzzy,both
kira lewis,5892142.0,2024.0,0.0,0.0,0.0,0.0,1.0,Fuzzy,both
kira lewis,5892142.0,2024.0,89.0,37.0,26.0,14.0,28.0,Fuzzy,both
kira lewis,5892142.0,2024.0,44.0,18.0,14.0,8.0,15.0,Fuzzy,both
kira lewis,5892142.0,2024.0,45.0,19.0,12.0,6.0,12.0,Fuzzy,both
jahidi white,5884000.0,2005.0,42.0,1.0,34.0,11.0,17.0,Exact,both
marquis daniels,5883600.0,2007.0,320.0,57.0,82.0,55.0,45.0,Exact,both
dean wade,5879540.0,2024.0,291.0,43.0,218.0,20.0,54.0,Exact,both
kevon looney,5875834.0,2021.0,251.0,119.0,322.0,37.0,61.0,Exact,both
marcin gortat,5854000.0,2010.0,293.0,17.0,341.0,46.0,81.0,Exact,both
brian cardinal,5850000.0,2008.0,124.0,22.0,96.0,23.0,37.0,Exact,both
howard eisley,5843000.0,2004.0,240.0,117.0,63.0,48.0,34.0,Exact,both
howard eisley,5843000.0,2004.0,220.0,156.0,66.0,50.0,33.0,Exact,both
dyson daniels,5840702.0,2023.0,227.0,134.0,188.0,57.0,59.0,Exact,both
mike james,5826893.0,2008.0,57.0,6.0,17.0,7.0,21.0,Exact,both
mike james,5826893.0,2008.0,272.0,60.0,69.0,36.0,54.0,Exact,both
mike james,5826893.0,2008.0,215.0,54.0,52.0,29.0,33.0,Exact,both
kris dunn,5809502.0,2021.0,5.0,2.0,6.0,3.0,4.0,Exact,both
stromile swift,5800000.0,2008.0,105.0,4.0,70.0,12.0,21.0,Exact,both
jerome james,5800000.0,2008.0,4.0,0.0,3.0,0.0,2.0,Exact,both
shareef abdurrahim,5800000.0,2008.0,10.0,4.0,10.0,1.0,6.0,Exact,both
francisco garcia,5800000.0,2010.0,202.0,45.0,66.0,21.0,25.0,Exact,both
stromile swift,5800000.0,2008.0,238.0,22.0,129.0,39.0,35.0,Exact,both
jason collins,5800000.0,2007.0,169.0,46.0,316.0,73.0,80.0,Exact,both
scot pollard,5792000.0,2005.0,191.0,18.0,205.0,31.0,49.0,Exact,both
javale mcgee,5790465.0,2023.0,186.0,11.0,107.0,36.0,42.0,Exact,both
josh jackson,5787924.0,2022.0,276.0,49.0,123.0,38.0,39.0,Exact,both
josh jackson,5787924.0,2022.0,52.0,5.0,18.0,9.0,12.0,Exact,both
josh mcroberts,5782450.0,2017.0,107.0,50.0,74.0,23.0,22.0,Exact,both
robin lopez,5781737.0,2022.0,254.0,54.0,126.0,44.0,36.0,Exact,both
danuel house,5778758.0,2022.0,248.0,44.0,111.0,33.0,42.0,Fuzzy,both
danuel house,5778758.0,2022.0,171.0,25.0,68.0,15.0,25.0,Fuzzy,both
danuel house,5778758.0,2022.0,0.0,0.0,0.0,0.0,1.0,Fuzzy,both
danuel house,5778758.0,2022.0,77.0,19.0,43.0,18.0,16.0,Fuzzy,both
jermaine oneal,5765000.0,2011.0,129.0,12.0,88.0,27.0,24.0,Exact,both
speedy claxton,5757818.0,2009.0,5.0,3.0,0.0,0.0,2.0,Exact,both
dan gadzuric,5751130.0,2008.0,161.0,11.0,144.0,34.0,51.0,Exact,both
luc longley,5750000.0,2001.0,49.0,7.0,66.0,22.0,25.0,Exact,both
aleksej pokusevski,5740458.0,2024.0,146.0,35.0,89.0,19.0,28.0,Exact,both
aleksej pokusevski,5740458.0,2024.0,12.0,5.0,10.0,3.0,10.0,Exact,both
aleksej pokusevski,5740458.0,2024.0,134.0,30.0,79.0,16.0,18.0,Exact,both
taylor hendricks,5735375.0,2024.0,292.0,32.0,185.0,27.0,40.0,Exact,both
chuck hayes,5722500.0,2014.0,33.0,6.0,47.0,7.0,16.0,Exact,both
chuck hayes,5722500.0,2014.0,132.0,35.0,210.0,33.0,61.0,Exact,both
chuck hayes,5722500.0,2014.0,99.0,29.0,163.0,26.0,45.0,Exact,both
rodney hood,5718000.0,2020.0,230.0,32.0,72.0,19.0,21.0,Exact,both
shake milton,5717936.0,2024.0,216.0,60.0,75.0,31.0,48.0,Exact,both
shake milton,5717936.0,2024.0,27.0,6.0,18.0,3.0,4.0,Exact,both
shake milton,5717936.0,2024.0,11.0,4.0,6.0,0.0,6.0,Exact,both
shake milton,5717936.0,2024.0,178.0,50.0,51.0,28.0,38.0,Exact,both
shawn bradley,5714000.0,2005.0,211.0,15.0,214.0,33.0,77.0,Exact,both
brandan wright,5709880.0,2017.0,189.0,15.0,78.0,10.0,28.0,Exact,both
javale mcgee,5709529.0,2024.0,185.0,17.0,126.0,34.0,46.0,Exact,both
goga bitadze,5701719.0,2023.0,167.0,39.0,137.0,22.0,38.0,Exact,both
goga bitadze,5701719.0,2023.0,98.0,21.0,88.0,10.0,17.0,Exact,both
goga bitadze,5701719.0,2023.0,69.0,18.0,49.0,12.0,21.0,Exact,both
nazr mohammed,5700000.0,2004.0,247.0,16.0,207.0,41.0,27.0,Exact,both
taj gibson,5677666.0,2022.0,229.0,32.0,229.0,27.0,52.0,Exact,both
garrett temple,5677666.0,2022.0,309.0,74.0,143.0,42.0,59.0,Exact,both
courtney lee,5675000.0,2016.0,250.0,60.0,87.0,23.0,28.0,Exact,both
bobby jackson,5670000.0,2008.0,228.0,63.0,71.0,28.0,26.0,Exact,both
torrey craig,5640719.0,2022.0,187.0,33.0,115.0,28.0,27.0,Exact,both
jared jeffries,5632200.0,2008.0,269.0,66.0,243.0,64.0,73.0,Exact,both
mikki moore,5632200.0,2009.0,116.0,25.0,106.0,21.0,24.0,Exact,both
mikki moore,5632200.0,2009.0,276.0,53.0,258.0,48.0,70.0,Exact,both
mikki moore,5632200.0,2009.0,160.0,28.0,152.0,27.0,46.0,Exact,both
nazr mohammed,5632200.0,2008.0,69.0,6.0,73.0,11.0,21.0,Exact,both
wesley johnson,5628000.0,2017.0,186.0,23.0,181.0,18.0,68.0,Exact,both
jared sullinger,5628000.0,2017.0,37.0,3.0,27.0,4.0,11.0,Exact,both
jason terry,5625313.0,2014.0,159.0,56.0,37.0,27.0,35.0,Exact,both
tariq abdulwahad,5625000.0,2003.0,57.0,21.0,40.0,7.0,14.0,Exact,both
erick dampier,5611000.0,2001.0,319.0,59.0,250.0,82.0,43.0,Exact,both
troy hudson,5603000.0,2007.0,202.0,73.0,48.0,40.0,34.0,Exact,both
wesley person,5600000.0,2001.0,314.0,64.0,130.0,40.0,44.0,Exact,both
morris peterson,5592240.0,2009.0,191.0,16.0,84.0,15.0,43.0,Exact,both
kevin knox,5592185.0,2021.0,163.0,19.0,61.0,17.0,42.0,Fuzzy,both
desagana diop,5585000.0,2009.0,170.0,32.0,273.0,39.0,75.0,Exact,both
desagana diop,5585000.0,2009.0,56.0,13.0,118.0,11.0,34.0,Exact,both
desagana diop,5585000.0,2009.0,114.0,19.0,155.0,28.0,41.0,Exact,both
donyell marshall,5566965.0,2008.0,41.0,5.0,30.0,6.0,11.0,Exact,both
donyell marshall,5566965.0,2008.0,57.0,5.0,46.0,9.0,15.0,Exact,both
donyell marshall,5566965.0,2008.0,98.0,10.0,76.0,15.0,26.0,Exact,both
kendrick nunn,5566512.0,2023.0,234.0,56.0,54.0,35.0,31.0,Exact,both
kendrick nunn,5566512.0,2023.0,262.0,34.0,55.0,31.0,39.0,Exact,both
anthony bennett,5563920.0,2015.0,298.0,48.0,216.0,36.0,57.0,Exact,both
eric williams,5560000.0,2004.0,243.0,25.0,95.0,31.0,21.0,Exact,both
josh mcroberts,5543725.0,2016.0,150.0,81.0,105.0,30.0,42.0,Exact,both
nenad krstic,5543116.0,2011.0,218.0,8.0,128.0,23.0,24.0,Exact,both
dj wilson,5542949.0,2021.0,140.0,20.0,87.0,18.0,23.0,Exact,both
dj wilson,5542949.0,2021.0,43.0,3.0,25.0,4.0,12.0,Exact,both
