Player,Salary,Season,PTS,AST,REB,TOV,GP,IntegrationMethod,Source
george hill,11687984.0,2021.0,261.0,73.0,61.0,31.0,30.0,Exact,both
george hill,11687984.0,2021.0,96.0,30.0,32.0,19.0,16.0,Exact,both
tom gugliotta,11668000.0,2004.0,68.0,21.0,56.0,20.0,30.0,Exact,both
tom gugliotta,11668000.0,2004.0,93.0,42.0,131.0,19.0,25.0,Exact,both
tom gugliotta,11668000.0,2004.0,161.0,63.0,187.0,39.0,55.0,Exact,both
theo ratliff,11666666.0,2007.0,5.0,0.0,7.0,1.0,2.0,Exact,both
theo ratliff,11666666.0,2006.0,270.0,28.0,279.0,47.0,55.0,Exact,both
tomas satoransky,11563475.0,2022.0,107.0,108.0,61.0,23.0,22.0,Exact,both
tomas satoransky,11563475.0,2022.0,88.0,76.0,64.0,23.0,32.0,Exact,both
tomas satoransky,11563475.0,2022.0,3.0,0.0,1.0,0.0,1.0,Exact,both
tomas satoransky,11563475.0,2022.0,198.0,184.0,126.0,46.0,55.0,Exact,both
alec burks,11536515.0,2019.0,22.0,10.0,22.0,4.0,13.0,Exact,both
alec burks,11536515.0,2019.0,143.0,20.0,27.0,15.0,17.0,Exact,both
raef lafrentz,11532037.0,2007.0,100.0,8.0,70.0,13.0,27.0,Exact,both
tristan thompson,11501738.0,2022.0,29.0,2.0,18.0,4.0,4.0,Exact,both
tristan thompson,11501738.0,2022.0,185.0,18.0,161.0,29.0,30.0,Exact,both
tristan thompson,11501738.0,2022.0,130.0,14.0,109.0,12.0,23.0,Exact,both
meyers leonard,11455699.0,2021.0,10.0,2.0,7.0,2.0,3.0,Exact,both
deandre jordan,11380873.0,2023.0,199.0,34.0,202.0,48.0,39.0,Exact,both
brad miller,11375000.0,2009.0,318.0,86.0,201.0,47.0,27.0,Exact,both
robert williams,11360230.0,2023.0,279.0,50.0,292.0,34.0,35.0,Fuzzy,both
pj tucker,11341784.0,2024.0,6.0,0.0,14.0,2.0,3.0,Exact,both
pj tucker,11341784.0,2024.0,52.0,16.0,85.0,8.0,31.0,Exact,both
pj tucker,11341784.0,2024.0,46.0,16.0,71.0,6.0,28.0,Exact,both
john henson,11327466.0,2019.0,79.0,14.0,71.0,12.0,14.0,Exact,both
maxi kleber,11326853.0,2024.0,191.0,68.0,143.0,28.0,43.0,Exact,both
joe ingles,11326853.0,2024.0,296.0,203.0,142.0,67.0,68.0,Exact,both
robert covington,11301219.0,2020.0,255.0,32.0,176.0,30.0,22.0,Exact,both
meyers leonard,11286516.0,2020.0,309.0,55.0,260.0,39.0,51.0,Exact,both
omer asik,11286516.0,2018.0,18.0,2.0,37.0,5.0,14.0,Exact,both
omer asik,11286516.0,2018.0,4.0,1.0,10.0,4.0,4.0,Exact,both
omer asik,11286516.0,2018.0,22.0,3.0,47.0,9.0,18.0,Exact,both
javale mcgee,11250000.0,2015.0,106.0,3.0,61.0,18.0,23.0,Exact,both
javale mcgee,11250000.0,2015.0,88.0,1.0,48.0,13.0,17.0,Exact,both
javale mcgee,11250000.0,2015.0,18.0,2.0,13.0,5.0,6.0,Exact,both
bobby simmons,11242666.0,2010.0,122.0,15.0,63.0,19.0,23.0,Exact,both
derrick favors,11240738.0,2022.0,206.0,25.0,184.0,9.0,39.0,Exact,both
derrick jones,11240738.0,2022.0,286.0,30.0,169.0,30.0,51.0,Fuzzy,both
montrezl harrell,11240738.0,2022.0,285.0,49.0,122.0,22.0,25.0,Exact,both
serge ibaka,11240738.0,2022.0,232.0,36.0,150.0,33.0,35.0,Exact,both
serge ibaka,11240738.0,2022.0,133.0,13.0,100.0,10.0,19.0,Exact,both
marcus camby,11227250.0,2012.0,287.0,107.0,530.0,57.0,59.0,Exact,both
marcus camby,11227250.0,2012.0,152.0,75.0,354.0,47.0,40.0,Exact,both
marcus camby,11227250.0,2012.0,135.0,32.0,176.0,10.0,19.0,Exact,both
cade cunningham,11189007.0,2023.0,239.0,72.0,74.0,39.0,12.0,Exact,both
pj tucker,11122421.0,2023.0,266.0,60.0,295.0,44.0,75.0,Exact,both
chauncey billups,11050000.0,2009.0,25.0,15.0,10.0,4.0,2.0,Exact,both
maurice harkless,11011234.0,2020.0,82.0,20.0,40.0,7.0,12.0,Exact,both
maurice harkless,11011234.0,2020.0,275.0,48.0,200.0,46.0,50.0,Exact,both
iman shumpert,11011234.0,2019.0,91.0,21.0,54.0,12.0,20.0,Exact,both
larry sanders,11000000.0,2015.0,196.0,23.0,166.0,28.0,27.0,Exact,both
delon wright,10968223.0,2021.0,271.0,97.0,105.0,35.0,27.0,Exact,both
theo ratliff,10937000.0,2005.0,304.0,34.0,331.0,56.0,63.0,Exact,both
corey maggette,10924138.0,2013.0,95.0,19.0,25.0,17.0,18.0,Exact,both
mo bamba,10920966.0,2023.0,323.0,46.0,225.0,30.0,49.0,Exact,both
mo bamba,10920966.0,2023.0,33.0,4.0,41.0,8.0,9.0,Exact,both
mo bamba,10920966.0,2023.0,290.0,42.0,184.0,22.0,40.0,Exact,both
josh howard,10890000.0,2010.0,58.0,4.0,13.0,3.0,4.0,Exact,both
tom gugliotta,10890000.0,2003.0,129.0,31.0,100.0,31.0,27.0,Exact,both
mehmet okur,10890000.0,2012.0,130.0,30.0,81.0,25.0,17.0,Exact,both
grant hill,10865000.0,2002.0,235.0,64.0,125.0,37.0,14.0,Exact,both
gabe vincent,10811996.0,2024.0,34.0,21.0,9.0,5.0,11.0,Exact,both
alec burks,10801287.0,2024.0,149.0,20.0,40.0,16.0,23.0,Exact,both
peja stojakovic,10800000.0,2007.0,231.0,11.0,54.0,19.0,13.0,Exact,both
jae crowder,10797761.0,2023.0,124.0,27.0,69.0,7.0,18.0,Exact,both
javale mcgee,10750000.0,2014.0,35.0,2.0,17.0,8.0,5.0,Exact,both
andre roberson,10740740.0,2020.0,20.0,4.0,27.0,2.0,7.0,Exact,both
eddy curry,10500423.0,2010.0,26.0,0.0,13.0,13.0,7.0,Exact,both
terrence ross,10500000.0,2018.0,209.0,38.0,73.0,29.0,24.0,Exact,both
mirza teletovic,10500000.0,2018.0,71.0,10.0,23.0,7.0,10.0,Exact,both
robert covington,10464092.0,2019.0,147.0,14.0,67.0,22.0,13.0,Exact,both
robert covington,10464092.0,2019.0,318.0,32.0,126.0,25.0,22.0,Exact,both
iman shumpert,10337079.0,2018.0,62.0,17.0,41.0,16.0,14.0,Exact,both
hedo turkoglu,10215850.0,2011.0,237.0,58.0,100.0,31.0,25.0,Exact,both
tyreke evans,10203755.0,2017.0,248.0,91.0,86.0,39.0,26.0,Exact,both
tyreke evans,10203755.0,2017.0,163.0,33.0,51.0,22.0,14.0,Exact,both
james wiseman,10182327.0,2023.0,305.0,16.0,194.0,37.0,24.0,Exact,both
james wiseman,10182327.0,2023.0,145.0,14.0,73.0,14.0,21.0,Exact,both
nerlens noel,10175858.0,2022.0,85.0,23.0,141.0,20.0,25.0,Exact,both
richard jefferson,10164000.0,2013.0,176.0,31.0,84.0,23.0,56.0,Exact,both
theo ratliff,10156000.0,2004.0,234.0,20.0,233.0,34.0,32.0,Exact,both
thomas bryant,10155761.0,2021.0,143.0,15.0,61.0,11.0,10.0,Exact,both
alec burks,10154495.0,2017.0,283.0,30.0,120.0,35.0,42.0,Exact,both
anfernee hardaway,10130000.0,2001.0,39.0,15.0,18.0,3.0,4.0,Exact,both
zydrunas ilgauskas,10130000.0,2001.0,281.0,18.0,160.0,60.0,24.0,Exact,both
jason kidd,10121000.0,2012.0,299.0,264.0,198.0,91.0,48.0,Exact,both
tom gugliotta,10113000.0,2002.0,285.0,77.0,221.0,61.0,44.0,Exact,both
gerald wallace,10105855.0,2015.0,35.0,11.0,57.0,18.0,32.0,Exact,both
gerald wallace,10105855.0,2014.0,298.0,143.0,212.0,97.0,58.0,Exact,both
monte morris,10092150.0,2024.0,137.0,61.0,45.0,5.0,27.0,Fuzzy,both
monte morris,10092150.0,2024.0,164.0,69.0,57.0,7.0,33.0,Fuzzy,both
monte morris,10092150.0,2024.0,27.0,8.0,12.0,2.0,6.0,Fuzzy,both
thomas bryant,10021679.0,2022.0,201.0,23.0,108.0,19.0,27.0,Exact,both
jon leuer,10002681.0,2018.0,43.0,5.0,32.0,7.0,8.0,Exact,both
jon leuer,10002681.0,2019.0,156.0,14.0,97.0,23.0,41.0,Exact,both
terrence ross,10000000.0,2017.0,299.0,43.0,68.0,35.0,24.0,Exact,both
al jefferson,10000000.0,2018.0,252.0,30.0,143.0,21.0,36.0,Exact,both
jared dudley,10000000.0,2018.0,152.0,78.0,94.0,28.0,48.0,Exact,both
nerlens noel,9957237.0,2023.0,3.0,3.0,9.0,5.0,3.0,Exact,both
nerlens noel,9957237.0,2023.0,32.0,7.0,37.0,8.0,14.0,Exact,both
nerlens noel,9957237.0,2023.0,35.0,10.0,46.0,13.0,17.0,Exact,both
mehmet okur,9945000.0,2011.0,64.0,19.0,30.0,7.0,13.0,Exact,both
alex caruso,9944588.0,2022.0,304.0,165.0,148.0,57.0,41.0,Exact,both
meyers leonard,9904495.0,2018.0,112.0,17.0,70.0,10.0,33.0,Exact,both
omer asik,9904494.0,2017.0,85.0,15.0,163.0,14.0,31.0,Exact,both
kerry kittles,9817000.0,2005.0,69.0,20.0,32.0,7.0,11.0,Exact,both
dario saric,9797061.0,2023.0,215.0,57.0,142.0,36.0,37.0,Fuzzy,both
dario saric,9797061.0,2023.0,147.0,17.0,65.0,19.0,20.0,Fuzzy,both
royce oneale,9782282.0,2024.0,244.0,82.0,156.0,22.0,30.0,Exact,both
tiago splitter,9756250.0,2016.0,201.0,30.0,120.0,24.0,36.0,Exact,both
louis williams,9749531.0,2021.0,239.0,81.0,50.0,42.0,24.0,Fuzzy,both
john henson,9732396.0,2020.0,145.0,43.0,114.0,21.0,29.0,Exact,both
john henson,9732396.0,2020.0,221.0,54.0,162.0,36.0,40.0,Exact,both
john henson,9732396.0,2020.0,76.0,11.0,48.0,15.0,11.0,Exact,both
eddy curry,9723983.0,2009.0,5.0,0.0,4.0,2.0,3.0,Exact,both
pj tucker,9712406.0,2021.0,52.0,16.0,56.0,7.0,20.0,Exact,both
pj tucker,9712406.0,2021.0,141.0,45.0,148.0,33.0,32.0,Exact,both
pj tucker,9712406.0,2021.0,193.0,61.0,204.0,40.0,52.0,Exact,both
anderson varejao,9704545.0,2015.0,255.0,35.0,170.0,35.0,26.0,Exact,both
cameron payne,9670523.0,2024.0,291.0,109.0,62.0,31.0,47.0,Exact,both
cameron payne,9670523.0,2024.0,287.0,96.0,55.0,35.0,31.0,Exact,both
grant hill,9658000.0,2001.0,55.0,25.0,25.0,11.0,4.0,Exact,both
jeff green,9650000.0,2016.0,293.0,40.0,91.0,24.0,27.0,Exact,both
mason plumlee,9627857.0,2023.0,172.0,40.0,159.0,30.0,23.0,Exact,both
matthew dellavedova,9607500.0,2018.0,164.0,145.0,64.0,49.0,38.0,Exact,both
matthew dellavedova,9607500.0,2020.0,177.0,180.0,75.0,59.0,57.0,Exact,both
matthew dellavedova,9607500.0,2019.0,262.0,152.0,67.0,57.0,36.0,Exact,both
matthew dellavedova,9607500.0,2019.0,282.0,181.0,77.0,68.0,48.0,Exact,both
matthew dellavedova,9607500.0,2019.0,20.0,29.0,10.0,11.0,12.0,Exact,both
dante exum,9600000.0,2020.0,135.0,33.0,55.0,21.0,24.0,Fuzzy,both
dante exum,9600000.0,2020.0,159.0,40.0,67.0,31.0,35.0,Fuzzy,both
dante exum,9600000.0,2020.0,24.0,7.0,12.0,10.0,11.0,Fuzzy,both
glen rice,9600000.0,2004.0,66.0,24.0,41.0,13.0,18.0,Exact,both
dante exum,9600000.0,2019.0,288.0,110.0,68.0,52.0,42.0,Fuzzy,both
daniel theis,9574963.0,2022.0,218.0,20.0,130.0,31.0,26.0,Exact,both
daniel theis,9574963.0,2022.0,166.0,21.0,98.0,15.0,21.0,Exact,both
maxi kleber,9542592.0,2023.0,220.0,52.0,135.0,27.0,37.0,Exact,both
jared dudley,9530000.0,2019.0,287.0,83.0,155.0,43.0,59.0,Exact,both
gerald wallace,9500000.0,2012.0,243.0,49.0,109.0,27.0,16.0,Exact,both
seth curry,9490743.0,2022.0,284.0,49.0,49.0,25.0,19.0,Exact,both
jerryd bayless,9424084.0,2017.0,33.0,13.0,12.0,9.0,3.0,Exact,both
kwame brown,9379279.0,2008.0,184.0,45.0,188.0,51.0,38.0,Exact,both
kwame brown,9379279.0,2008.0,132.0,28.0,131.0,37.0,23.0,Exact,both
kwame brown,9379279.0,2008.0,52.0,17.0,57.0,14.0,15.0,Exact,both
daniel theis,9379032.0,2024.0,2.0,0.0,0.0,0.0,1.0,Exact,both
derrick rose,9363116.0,2021.0,213.0,63.0,29.0,29.0,15.0,Exact,both
steve nash,9300500.0,2014.0,102.0,86.0,29.0,31.0,15.0,Exact,both
richard jefferson,9282000.0,2012.0,199.0,33.0,76.0,18.0,22.0,Exact,both
thaddeus young,9278104.0,2024.0,114.0,50.0,75.0,11.0,23.0,Exact,both
thaddeus young,9278104.0,2024.0,137.0,57.0,103.0,15.0,33.0,Exact,both
thaddeus young,9278104.0,2024.0,23.0,7.0,28.0,4.0,10.0,Exact,both
andre roberson,9259260.0,2018.0,194.0,46.0,185.0,30.0,39.0,Exact,both
alfarouq aminu,9258000.0,2020.0,78.0,21.0,87.0,17.0,18.0,Exact,both
al harrington,9226250.0,2009.0,62.0,10.0,28.0,7.0,5.0,Exact,both
daniel theis,9218535.0,2023.0,49.0,9.0,22.0,3.0,7.0,Exact,both
omer asik,9213483.0,2016.0,269.0,26.0,414.0,60.0,68.0,Exact,both
kenny anderson,9185000.0,2003.0,233.0,121.0,87.0,33.0,38.0,Exact,both
kenny anderson,9185000.0,2003.0,139.0,77.0,45.0,42.0,23.0,Exact,both
cristiano felicio,9175552.0,2021.0,23.0,9.0,26.0,4.0,18.0,Exact,both
marcus camby,9150000.0,2010.0,162.0,35.0,255.0,27.0,23.0,Exact,both
rajon rondo,9140185.0,2021.0,136.0,104.0,55.0,40.0,18.0,Exact,both
rajon rondo,9140185.0,2021.0,242.0,199.0,110.0,79.0,45.0,Exact,both
rajon rondo,9140185.0,2021.0,106.0,95.0,55.0,39.0,27.0,Exact,both
kirk hinrich,9100000.0,2011.0,206.0,78.0,53.0,37.0,24.0,Exact,both
andris biedrins,9000000.0,2013.0,24.0,14.0,153.0,14.0,53.0,Exact,both
boris diaw,9000000.0,2009.0,183.0,46.0,84.0,37.0,22.0,Exact,both
lance stephenson,9000000.0,2016.0,204.0,60.0,108.0,48.0,43.0,Exact,both
andris biedrins,9000000.0,2012.0,79.0,16.0,176.0,14.0,47.0,Exact,both
mike dunleavy,9000000.0,2009.0,271.0,44.0,68.0,38.0,18.0,Exact,both
andris biedrins,9000000.0,2010.0,166.0,57.0,259.0,32.0,33.0,Exact,both
andris biedrins,9000000.0,2011.0,294.0,60.0,426.0,57.0,59.0,Exact,both
iman shumpert,8988765.0,2016.0,311.0,92.0,203.0,57.0,54.0,Exact,both
devin harris,8981000.0,2011.0,268.0,92.0,40.0,49.0,17.0,Exact,both
gary payton ii,8973957.0,2024.0,240.0,48.0,113.0,27.0,44.0,Exact,both
andre miller,8966666.0,2007.0,300.0,209.0,104.0,70.0,23.0,Exact,both
taj gibson,8950000.0,2017.0,207.0,13.0,103.0,28.0,23.0,Exact,both
cuttino mobley,8925000.0,2009.0,151.0,12.0,29.0,18.0,11.0,Exact,both
jaren jackson jr,8844482.0,2021.0,158.0,12.0,62.0,15.0,11.0,Exact,both
dj augustin,8814220.0,2022.0,112.0,33.0,27.0,11.0,21.0,Exact,both
dj augustin,8814220.0,2022.0,182.0,74.0,41.0,45.0,34.0,Exact,both
dj augustin,8814220.0,2022.0,294.0,107.0,68.0,56.0,55.0,Exact,both
avery bradley,8808989.0,2018.0,55.0,11.0,22.0,8.0,6.0,Exact,both
gary payton ii,8800390.0,2023.0,61.0,22.0,39.0,12.0,15.0,Exact,both
gary payton ii,8800390.0,2023.0,101.0,30.0,69.0,16.0,22.0,Exact,both
gary payton ii,8800390.0,2023.0,40.0,8.0,30.0,4.0,7.0,Exact,both
glen rice,8800000.0,2002.0,172.0,31.0,47.0,24.0,20.0,Exact,both
dewayne dedmon,8783094.0,2023.0,171.0,16.0,109.0,19.0,30.0,Exact,both
dewayne dedmon,8783094.0,2023.0,199.0,26.0,134.0,25.0,38.0,Exact,both
dewayne dedmon,8783094.0,2023.0,28.0,10.0,25.0,6.0,8.0,Exact,both
kenny thomas,8775000.0,2010.0,41.0,15.0,86.0,17.0,26.0,Exact,both
cristiano felicio,8740980.0,2019.0,240.0,37.0,218.0,33.0,60.0,Exact,both
kosta koufos,8739500.0,2019.0,156.0,36.0,177.0,27.0,42.0,Exact,both
kendrick perkins,8727437.0,2014.0,211.0,67.0,305.0,90.0,62.0,Exact,both
nemanja bjelica,8713643.0,2021.0,242.0,69.0,127.0,33.0,37.0,Exact,both
nemanja bjelica,8713643.0,2021.0,187.0,49.0,100.0,28.0,26.0,Exact,both
nemanja bjelica,8713643.0,2021.0,55.0,20.0,27.0,5.0,11.0,Exact,both
tj mcconnell,8672606.0,2022.0,229.0,131.0,90.0,29.0,27.0,Exact,both
rajon rondo,8672605.0,2022.0,55.0,67.0,49.0,34.0,18.0,Exact,both
rajon rondo,8672605.0,2022.0,131.0,103.0,59.0,34.0,21.0,Exact,both
rajon rondo,8672605.0,2022.0,186.0,170.0,108.0,68.0,39.0,Exact,both
kelvin cato,8640000.0,2006.0,10.0,2.0,7.0,2.0,4.0,Exact,both
kelvin cato,8640000.0,2006.0,98.0,4.0,70.0,18.0,27.0,Exact,both
kelvin cato,8640000.0,2006.0,88.0,2.0,63.0,16.0,23.0,Exact,both
jamal crawford,8640000.0,2009.0,216.0,48.0,17.0,26.0,11.0,Exact,both
theo ratliff,8593000.0,2002.0,26.0,1.0,16.0,7.0,3.0,Exact,both
patrick williams,8582411.0,2022.0,153.0,15.0,69.0,16.0,17.0,Exact,both
charlie villanueva,8580000.0,2014.0,92.0,6.0,34.0,7.0,20.0,Exact,both
jerryd bayless,8575916.0,2019.0,209.0,119.0,62.0,32.0,34.0,Exact,both
jerryd bayless,8575916.0,2018.0,307.0,54.0,80.0,46.0,39.0,Exact,both
marcus thornton,8575000.0,2015.0,32.0,2.0,13.0,5.0,9.0,Exact,both
kenny thomas,8562500.0,2009.0,6.0,1.0,15.0,1.0,8.0,Exact,both
marvin bagley iii,8556120.0,2020.0,185.0,10.0,97.0,18.0,13.0,Exact,both
tiago splitter,8550000.0,2017.0,39.0,4.0,22.0,6.0,8.0,Exact,both
aron baynes,8530840.0,2021.0,324.0,47.0,273.0,46.0,53.0,Exact,both
darius miller,8530840.0,2021.0,73.0,21.0,24.0,8.0,18.0,Exact,both
mark blount,8513916.0,2009.0,79.0,4.0,41.0,14.0,20.0,Exact,both
tj ford,8500000.0,2011.0,223.0,141.0,81.0,63.0,41.0,Exact,both
kevin garnett,8500000.0,2016.0,122.0,62.0,150.0,16.0,38.0,Exact,both
thaddeus young,8482304.0,2023.0,240.0,75.0,166.0,42.0,54.0,Exact,both
cristiano felicio,8470980.0,2018.0,308.0,55.0,233.0,54.0,55.0,Exact,both
maurice taylor,8450000.0,2005.0,296.0,53.0,164.0,63.0,38.0,Exact,both
maurice taylor,8450000.0,2005.0,176.0,14.0,93.0,31.0,27.0,Exact,both
jabari parker,8446419.0,2021.0,64.0,10.0,36.0,7.0,10.0,Exact,both
jabari parker,8446419.0,2021.0,8.0,1.0,6.0,3.0,3.0,Exact,both
jabari parker,8446419.0,2021.0,72.0,11.0,42.0,10.0,13.0,Exact,both
delon wright,8438631.0,2024.0,76.0,37.0,27.0,3.0,14.0,Exact,both
delon wright,8438631.0,2024.0,134.0,82.0,59.0,11.0,33.0,Exact,both
delon wright,8438631.0,2024.0,210.0,119.0,86.0,14.0,47.0,Exact,both
ersan ilyasova,8400000.0,2017.0,270.0,43.0,151.0,34.0,26.0,Exact,both
ersan ilyasova,8400000.0,2017.0,15.0,1.0,16.0,4.0,3.0,Exact,both
omer asik,8374646.0,2014.0,280.0,25.0,378.0,59.0,48.0,Exact,both
brandon jennings,8344497.0,2016.0,175.0,100.0,50.0,35.0,25.0,Exact,both
brandon jennings,8344497.0,2016.0,157.0,70.0,46.0,22.0,23.0,Exact,both
markelle fultz,8339880.0,2019.0,155.0,59.0,70.0,25.0,19.0,Exact,both
markelle fultz,8339880.0,2018.0,100.0,53.0,43.0,17.0,14.0,Exact,both
cj miles,8333333.0,2019.0,121.0,14.0,27.0,9.0,13.0,Exact,both
cj miles,8333333.0,2020.0,64.0,12.0,12.0,4.0,10.0,Exact,both
cj miles,8333333.0,2019.0,218.0,22.0,68.0,21.0,40.0,Exact,both
shaun livingston,8307692.0,2019.0,258.0,114.0,117.0,38.0,64.0,Exact,both
troy murphy,8285714.0,2007.0,231.0,60.0,157.0,29.0,26.0,Exact,both
alan henderson,8273000.0,2005.0,273.0,21.0,348.0,49.0,78.0,Exact,both
jock landale,8237711.0,2024.0,274.0,65.0,172.0,31.0,56.0,Exact,both
channing frye,8193029.0,2016.0,196.0,26.0,93.0,13.0,26.0,Exact,both
channing frye,8193029.0,2016.0,229.0,45.0,141.0,30.0,44.0,Exact,both
cristiano felicio,8156500.0,2020.0,86.0,16.0,102.0,18.0,22.0,Exact,both
matt geiger,8142000.0,2002.0,3.0,0.0,6.0,2.0,4.0,Exact,both
adonal foyle,8125000.0,2007.0,107.0,19.0,126.0,23.0,48.0,Exact,both
doug christie,8125000.0,2007.0,13.0,8.0,11.0,5.0,7.0,Exact,both
dj augustin,8124610.0,2021.0,227.0,110.0,50.0,34.0,37.0,Exact,both
dj augustin,8124610.0,2021.0,211.0,78.0,44.0,31.0,20.0,Exact,both
zach collins,8094432.0,2022.0,218.0,61.0,153.0,45.0,28.0,Exact,both
kurt thomas,8091188.0,2008.0,126.0,14.0,138.0,18.0,28.0,Exact,both
kurt thomas,8091188.0,2008.0,317.0,53.0,369.0,28.0,42.0,Exact,both
danilo gallinari,8083317.0,2024.0,52.0,12.0,14.0,1.0,6.0,Exact,both
danilo gallinari,8083317.0,2024.0,280.0,55.0,108.0,23.0,49.0,Exact,both
danilo gallinari,8083317.0,2024.0,181.0,31.0,76.0,12.0,26.0,Exact,both
danilo gallinari,8083317.0,2024.0,47.0,12.0,18.0,10.0,17.0,Exact,both
darrell arthur,8070175.0,2017.0,262.0,42.0,112.0,36.0,41.0,Exact,both
marcus thornton,8050000.0,2014.0,320.0,30.0,74.0,29.0,26.0,Exact,both
derrick coleman,8040000.0,2001.0,277.0,39.0,184.0,42.0,34.0,Exact,both
wayne ellington,8000000.0,2020.0,183.0,44.0,65.0,18.0,36.0,Exact,both
kirk hinrich,8000000.0,2012.0,316.0,132.0,101.0,58.0,48.0,Exact,both
andres nocioni,8000000.0,2009.0,316.0,42.0,139.0,40.0,23.0,Exact,both
garrett temple,8000000.0,2019.0,123.0,37.0,64.0,16.0,26.0,Exact,both
tyrus thomas,8000000.0,2013.0,125.0,19.0,60.0,17.0,26.0,Exact,both
vince carter,8000000.0,2018.0,313.0,69.0,148.0,36.0,58.0,Exact,both
avery johnson,8000000.0,2001.0,310.0,237.0,85.0,60.0,55.0,Exact,both
tyler zeller,8000000.0,2017.0,178.0,42.0,124.0,20.0,51.0,Exact,both
oj mayo,8000000.0,2016.0,321.0,118.0,105.0,72.0,41.0,Exact,both
elden campbell,7975000.0,2003.0,48.0,9.0,39.0,8.0,15.0,Exact,both
elden campbell,7975000.0,2003.0,295.0,42.0,142.0,42.0,41.0,Exact,both
vasilije micic,7952480.0,2024.0,99.0,76.0,24.0,29.0,30.0,Fuzzy,both
vasilije micic,7952480.0,2024.0,323.0,186.0,64.0,70.0,30.0,Fuzzy,both
etan thomas,7906088.0,2010.0,75.0,1.0,64.0,18.0,23.0,Exact,both
ersan ilyasova,7900000.0,2016.0,178.0,12.0,121.0,12.0,22.0,Exact,both
kenny thomas,7875000.0,2008.0,32.0,13.0,61.0,21.0,23.0,Exact,both
juan hernangomez,7866851.0,2022.0,19.0,3.0,25.0,6.0,18.0,Fuzzy,both
juan hernangomez,7866851.0,2022.0,7.0,3.0,15.0,2.0,5.0,Fuzzy,both
juan hernangomez,7866851.0,2022.0,105.0,14.0,60.0,8.0,17.0,Fuzzy,both
juan hernangomez,7866851.0,2022.0,131.0,20.0,100.0,16.0,40.0,Fuzzy,both
kurt thomas,7821482.0,2007.0,308.0,24.0,379.0,35.0,67.0,Exact,both
jae crowder,7815533.0,2020.0,237.0,36.0,107.0,15.0,20.0,Exact,both
cody martin,7784637.0,2024.0,211.0,104.0,109.0,44.0,28.0,Exact,both
joel przybilla,7725470.0,2011.0,64.0,13.0,145.0,29.0,36.0,Exact,both
joel przybilla,7725470.0,2011.0,9.0,0.0,24.0,7.0,5.0,Exact,both
joel przybilla,7725470.0,2011.0,55.0,13.0,121.0,22.0,31.0,Exact,both
tayshaun prince,7707865.0,2015.0,76.0,18.0,30.0,4.0,9.0,Exact,both
tayshaun prince,7707865.0,2015.0,190.0,37.0,83.0,15.0,26.0,Exact,both
tayshaun prince,7707865.0,2015.0,168.0,38.0,97.0,16.0,23.0,Exact,both
anderson varejao,7700000.0,2012.0,271.0,43.0,287.0,45.0,25.0,Exact,both
wesley person,7700000.0,2004.0,40.0,5.0,25.0,4.0,9.0,Exact,both
wesley person,7700000.0,2004.0,215.0,38.0,74.0,18.0,33.0,Exact,both
wesley person,7700000.0,2004.0,83.0,23.0,18.0,16.0,16.0,Exact,both
alan henderson,7682000.0,2004.0,24.0,2.0,21.0,3.0,6.0,Exact,both
jamychal green,7666667.0,2019.0,208.0,14.0,157.0,23.0,24.0,Exact,both
stephen jackson,7650000.0,2010.0,149.0,42.0,35.0,26.0,9.0,Exact,both
malik rose,7647500.0,2009.0,100.0,26.0,65.0,19.0,20.0,Exact,both
malik rose,7647500.0,2009.0,30.0,10.0,31.0,17.0,18.0,Exact,both
malik rose,7647500.0,2009.0,130.0,36.0,96.0,36.0,38.0,Exact,both
cole aldrich,7643979.0,2017.0,105.0,25.0,158.0,17.0,62.0,Exact,both
killian hayes,7634253.0,2024.0,289.0,205.0,119.0,51.0,42.0,Exact,both
brendan haywood,7624500.0,2012.0,281.0,19.0,324.0,46.0,54.0,Exact,both
corey brewer,7612172.0,2017.0,242.0,61.0,114.0,36.0,58.0,Exact,both
corey brewer,7612172.0,2017.0,129.0,36.0,52.0,19.0,24.0,Exact,both
leandro barbosa,7600000.0,2012.0,196.0,33.0,49.0,26.0,22.0,Exact,both
john salmons,7583000.0,2014.0,105.0,44.0,46.0,14.0,18.0,Exact,both
john salmons,7583000.0,2014.0,298.0,103.0,117.0,40.0,60.0,Exact,both
corey brewer,7579366.0,2018.0,182.0,24.0,61.0,11.0,18.0,Exact,both
corey brewer,7579366.0,2018.0,198.0,41.0,93.0,38.0,54.0,Exact,both
kyle korver,7560000.0,2019.0,108.0,17.0,29.0,17.0,16.0,Exact,both
darko milicic,7540000.0,2010.0,215.0,47.0,151.0,35.0,32.0,Exact,both
darko milicic,7540000.0,2010.0,16.0,4.0,18.0,2.0,8.0,Exact,both
darko milicic,7540000.0,2010.0,199.0,43.0,133.0,33.0,24.0,Exact,both
charlie villanueva,7540000.0,2012.0,91.0,6.0,48.0,7.0,13.0,Exact,both
frank ntilikina,7527342.0,2021.0,89.0,19.0,31.0,11.0,33.0,Exact,both
malik rose,7525397.0,2007.0,192.0,65.0,175.0,65.0,65.0,Exact,both
kenny anderson,7520000.0,2001.0,246.0,134.0,73.0,52.0,33.0,Exact,both
matt geiger,7515000.0,2001.0,213.0,14.0,139.0,25.0,35.0,Exact,both
arron afflalo,7500000.0,2015.0,264.0,28.0,67.0,33.0,25.0,Exact,both
